country,measure,description,date_start,date_end
Greece,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2021-04-12,2021-05-09
Greece,EntertainmentVenues,Closure of entertainment venues,2020-03-14,2020-06-15
Greece,EntertainmentVenues,Closure of entertainment venues,2020-11-07,2021-05-20
Greece,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2020-08-09,2020-11-06
Greece,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-05-21,2022-04-30
Greece,GymsSportsCentres,Closure of gyms/sports centres,2020-11-07,2021-05-30
Greece,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-03-14,2020-06-15
Greece,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2020-11-04,2020-11-06
Greece,GymsSportsCentresPartial,Closure of gyms/sports centres - partially relaxed measure,2021-09-13,2022-04-30
Greece,HotelsOtherAccommodation,,2020-03-15,2020-05-24
Greece,HotelsOtherAccommodationPartial,,2020-05-25,2020-07-01
Greece,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-07-17,2021-06-27
Greece,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2021-12-24,2022-03-04
Greece,MasksMandatoryAllSpacesPartial,Protective mask use in all public spaces on mandatory basis (enforced by law) - partially relaxed measure,2021-06-28,2021-12-23
Greece,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-04-28,2020-07-06
Greece,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2022-03-05,
Greece,MasksVoluntaryClosedSpaces,Protective mask use in closed public spaces/transport on voluntary basis (general recommendation not enforced),2020-07-07,2020-07-16
Greece,MassGather50,,2020-11-07,2021-01-25
Greece,MassGather50Partial,,2020-07-13,2020-11-06
Greece,MassGather50Partial,,2021-12-24,2022-03-20
Greece,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-11-07,2021-05-20
Greece,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-07-13,2020-11-06
Greece,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2021-12-24,2022-03-20
Greece,NonEssentialShops,Closures of non-essential shops,2020-03-14,2020-06-01
Greece,NonEssentialShops,Closures of non-essential shops,2020-11-07,2021-01-17
Greece,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-01-18,2021-05-14
Greece,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-11-06,2022-04-30
Greece,OutdoorOver100,Interventions are in place to limit outdoor mass/public gatherings of over 100 participants,2021-01-26,2021-05-20
Greece,PlaceOfWorship,Closure of places of worship,2020-08-09,2020-09-15
Greece,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-03-14,2020-08-08
Greece,PlaceOfWorshipPartial,Closure of places of worship - partially relaxed measure,2020-11-07,2022-04-30
Greece,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-03-19,2020-05-03
Greece,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-11-07,2021-05-13
Greece,QuarantineForInternationalTravellers,,2020-03-19,2020-06-30
Greece,QuarantineForInternationalTravellers,,2020-12-18,2021-04-18
Greece,QuarantineForInternationalTravellersPartial,,2021-04-19,2022-04-30
Greece,RegionalStayHomeOrder,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown'),2020-11-03,2020-11-06
Greece,RegionalStayHomeOrder,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown'),2021-01-11,2021-02-05
Greece,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-02-06,2021-04-19
Greece,RegionalStayHomeOrderPartial,Regional stay-at-home orders for the general population at least in one region (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2021-08-27,2021-10-08
Greece,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-11-07,2021-05-02
Greece,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-03-14,2020-11-06
Greece,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2021-05-03,2022-04-30
Greece,SocialCircle,Social circle/bubble to limit social contacts e.g. to limited number of households,2021-01-01,2021-01-02
Greece,StayHomeGen,Stay-at-home recommendations for the general population (which are voluntary or not enforced),2020-02-27,2020-03-22
Greece,StayHomeOrder,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown'),2020-03-23,2020-05-04
Greece,StayHomeOrderPartial,Stay-at-home orders for the general population (these are enforced and also referred to as 'lockdown') - partially relaxed measure,2020-11-07,2021-07-03
Greece,Teleworking,Teleworking recommendation,2020-03-19,2020-11-02
Greece,TeleworkingPartial,Teleworking recommendation or workplace closures - partially relaxed measure,2020-11-03,2022-04-30
Hungary,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2020-03-16,2020-06-11
Hungary,BanOnAllEventsPartial,Interventions are in place to limit all indoor/outdoor mass/public gatherings - partially relaxed measure,2020-11-11,2021-04-30
Hungary,ClosDaycare,Closure of educational institutions: daycare or nursery.,2020-03-25,2020-06-02
Hungary,ClosDaycare,Closure of educational institutions: daycare or nursery.,2021-03-09,2021-04-18
Hungary,ClosHigh,Closure of educational institutions: higher education.,2020-03-25,2020-05-18
Hungary,ClosHigh,Closure of educational institutions: higher education.,2020-11-11,2021-07-07
Hungary,ClosPrim,Closure of educational institutions: primary schools.,2020-03-16,2020-06-01
Hungary,ClosPrim,Closure of educational institutions: primary schools.,2021-03-08,2021-04-18
Hungary,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2020-06-02,2020-06-26
Hungary,ClosPrimPartial,Closure of educational institutions: primary schools - partially relaxed measure,2021-04-19,2021-05-09
Hungary,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2020-03-16,2020-03-27
Hungary,ClosPubAny,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers, etc).",2021-03-08,2021-04-06
Hungary,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-03-28,2020-05-18
Hungary,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2020-09-21,2021-03-07
Hungary,ClosPubAnyPartial,"Closure of public spaces of any kind (including restaurants, entertainment venues, non-essential shops, partial or full closure of public transport, gyms and sport centers etc) - partially relaxed measure",2021-04-07,2022-03-07
Hungary,ClosSec,Closure of educational institutions: secondary schools.,2020-03-16,2020-06-01
Hungary,ClosSec,Closure of educational institutions: secondary schools.,2020-11-11,2021-05-09
Hungary,ClosSecPartial,Closure of educational institutions: secondary schools - partially relaxed measure,2020-06-02,2020-06-26
Hungary,EntertainmentVenues,Closure of entertainment venues,2020-03-16,2020-05-18
Hungary,EntertainmentVenues,Closure of entertainment venues,2020-11-04,2021-04-30
Hungary,EntertainmentVenuesPartial,Closure of entertainment venues - partially relaxed measure,2021-05-01,2021-07-06
Hungary,GymsSportsCentres,Closure of gyms/sports centres,2020-11-11,2021-05-21
Hungary,IndoorOver100,Interventions are in place to limit indoor mass/public gatherings of over 100 participants,2020-03-11,2020-03-15
Hungary,IndoorOver50,Interventions are in place to limit indoor mass/public gatherings of over 50 participants,2021-05-01,2022-03-07
Hungary,IndoorOver500,Interventions are in place to limit indoor mass/public gatherings of over 500 participants,2020-09-21,2020-11-10
Hungary,MasksMandatoryAllSpaces,Protective mask use in all public spaces on mandatory basis (enforced by law),2020-11-11,2021-05-21
Hungary,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2020-11-02,2020-11-10
Hungary,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2021-05-22,2021-07-06
Hungary,MasksMandatoryClosedSpaces,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law),2021-11-20,2022-03-07
Hungary,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2020-05-04,2020-11-01
Hungary,MasksMandatoryClosedSpacesPartial,Protective mask use in closed public spaces/transport on mandatory basis (enforced by law) - partially relaxed measure,2021-07-07,2021-11-19
Hungary,MassGather50Partial,,2020-03-16,2020-06-11
Hungary,MassGather50Partial,,2020-11-11,2022-03-07
Hungary,MassGatherAll,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included),2020-03-11,2020-03-15
Hungary,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-03-16,2020-06-11
Hungary,MassGatherAllPartial,Interventions are in place to limit mass/public gatherings (any interventions on mass gatherings up to 1000 participants included) - partially relaxed measure,2020-09-21,2022-03-07
Hungary,NonEssentialShops,Closures of non-essential shops,2021-03-08,2021-04-06
Hungary,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-03-28,2020-05-18
Hungary,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2020-11-11,2021-03-07
Hungary,NonEssentialShopsPartial,Closures of non-essential shops - partially relaxed measure,2021-04-07,2021-05-21
Hungary,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-03-11,2020-03-15
Hungary,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2020-09-21,2020-11-10
Hungary,OutdoorOver500,Interventions are in place to limit outdoor mass/public gatherings of over 500 participants,2021-05-01,2022-03-07
Hungary,PrivateGatheringRestrictions,Restrictions on private gatherings,2020-11-11,2021-05-21
Hungary,PrivateGatheringRestrictionsPartial,Restrictions on private gatherings - partially relaxed measure,2021-05-22,2022-03-07
Hungary,QuarantineForInternationalTravellers,,2020-09-01,2022-03-07
Hungary,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-03-28,2020-05-18
Hungary,RestaurantsCafes,Closure of restaurants and cafes/bars,2020-11-11,2021-04-23
Hungary,RestaurantsCafesPartial,Closure of restaurants and cafes/bars - partially relaxed measure,2020-09-21,2020-11-10
