sex,age,cause,country,2016,2017,2018,2019,2020,2021,2022,2023,percentage_2016,percentage_2017,percentage_2018,percentage_2019,percentage_2020,percentage_2021,percentage_2022,percentage_2023
Total,From 45 to 64 years,Mental and behavioural disorders,Sweden,0.0,0.0,0.0,0.0,144.0,154.0,121.0,0.0,0.0,0.0,0.0,0.0,0.14596764383894903,0.1682526849413847,0.12838877394026207,
Females,Less than 15 years,Mental and behavioural disorders,Sweden,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004358912887125951,0.002263646961619866,0.0,0.0,0.0,
Males,Less than 15 years,Mental and behavioural disorders,Sweden,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0022074567890333547,0.0,0.0021794564435629756,0.0,0.0,0.0,0.002122128494880365,
Total,Less than 15 years,Mental and behavioural disorders,Sweden,2.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0022074567890333547,0.0,0.0065383693306889255,0.002263646961619866,0.0,0.0,0.002122128494880365,
Females,Total,Mental and behavioural disorders,Sweden,4310.0,4388.0,4445.0,4235.0,4261.0,3721.0,4004.0,0.0,4.75706938036688,4.788406556232131,4.843841945818713,4.793272441230066,4.319223127762235,4.065378186148652,4.24850124675049,
Males,Total,Mental and behavioural disorders,Sweden,2401.0,2398.0,2577.0,2447.0,2510.0,2236.0,2365.0,0.0,2.650051875234542,2.6168183504659637,2.808229627530894,2.7695720575419056,2.5442971252483475,2.442941581356729,2.5094169451960315,
Total,Total,Mental and behavioural disorders,Sweden,6715.0,6790.0,7024.0,6683.0,6771.0,5958.0,6370.0,0.0,7.411536169179489,7.40958990811672,7.65425102979317,7.563976322252781,6.8635202530105826,6.509412317407598,6.758979256193963,
Females,65 years or over,Total,Sweden,42175.0,42836.0,42566.0,40618.0,44944.0,41409.0,43234.0,,46.549745038740866,46.74480019206006,46.385371488350806,45.97240614353785,45.55812350484531,45.241398900894794,45.87405167382885,
Males,65 years or over,Total,Sweden,37465.0,38014.0,38563.0,37579.0,42972.0,39801.0,41027.0,,41.35118430056732,41.48279098190707,42.02318941655951,42.53279458535647,43.559177715606374,43.48457865813021,43.53228287972837,
Total,65 years or over,Total,Sweden,79745.0,80902.0,81186.0,78237.0,87955.0,81248.0,84292.0,,88.01682082073243,88.28433619240926,88.47067541355186,88.55047366812671,89.1568341239914,88.76749445530925,89.43922754522787,
Females,From 15 to 29 years,Total,Sweden,189.0,199.0,228.0,224.0,178.0,191.0,174.0,,0.208604666563652,0.2171588205766167,0.24845803456617918,0.25352845970142496,0.1804322264120342,0.2086770313234057,0.18462517905459175,
Males,From 15 to 29 years,Total,Sweden,500.0,577.0,537.0,548.0,567.0,494.0,488.0,,0.5518641972583387,0.6296514546367228,0.5851840550966589,0.6202392674838432,0.5747475976158618,0.5397196516950912,0.517799352750809,
Total,From 15 to 29 years,Total,Sweden,717.0,799.0,785.0,774.0,745.0,686.0,663.0,,0.7913732588684577,0.8719090333704358,0.8554366540984678,0.876031374146888,0.755179824027896,0.7494892329207137,0.703485596052841,
Females,From 30 to 44 years,Total,Sweden,,,0.0,0.0,495.0,471.0,421.0,,,,0.0,0.0,0.5017637756963873,0.5145910039441051,0.44670804817231685,
Males,From 30 to 44 years,Total,Sweden,,,0.0,0.0,824.0,840.0,893.0,,,,0.0,0.0,0.8352592953006529,0.9177419178620984,0.9475303729640829,
Total,From 30 to 44 years,Total,Sweden,,,0.0,0.0,1319.0,1314.0,1318.0,,,,0.0,0.0,1.33702307099704,1.435610571512854,1.3984826781261606,
Females,From 45 to 64 years,Total,Sweden,,,0.0,0.0,3083.0,3034.0,3034.0,,,,0.0,0.0,3.125126708024166,3.314796403325722,3.2192689267335135,
Males,From 45 to 64 years,Total,Sweden,,,0.0,0.0,5109.0,4860.0,4530.0,,,,0.0,0.0,5.178810363702713,5.309792524773569,4.806621040904027,
Total,From 45 to 64 years,Total,Sweden,,,0.0,0.0,8212.0,7917.0,7584.0,,,,0.0,0.0,8.324210355593399,8.649717575850277,8.047111252586344,
Females,Less than 15 years,Total,Sweden,214.0,204.0,181.0,176.0,178.0,159.0,172.0,,0.23619787642656898,0.22261507234989852,0.19724080814244926,0.19920093262254818,0.1804322264120342,0.17371543445246862,0.1825030505597114,
Males,Less than 15 years,Total,Sweden,228.0,223.0,211.0,203.0,239.0,200.0,211.0,,0.25165007394980243,0.24334882908836944,0.2299326547958939,0.22976016660441637,0.24226574220492236,0.21850998044335673,0.22388455620987852,
Total,Less than 15 years,Total,Sweden,458.0,429.0,396.0,379.0,419.0,360.0,385.0,,0.5055076046886382,0.4681464021475807,0.4315323758254691,0.42896109922696457,0.4247252970036086,0.39331796479804215,0.40850973526447026,
Females,Total,Total,Sweden,46305.0,46930.0,46582.0,44576.0,48879.0,45264.0,47035.0,,51.108143308094746,51.212379144023224,50.76172002702526,50.452163480583565,49.54689210558326,49.4531787739405,49.907156878348985,
Males,Total,Total,Sweden,44018.0,44517.0,44983.0,43701.0,49712.0,46199.0,47152.0,,48.5839164698351,48.57919203823741,49.01924460039666,49.46181793487487,50.39127437862385,50.474712932513185,50.03130139529949,
Total,Total,Total,Sweden,90602.0,91638.0,91766.0,88353.0,98652.0,91529.0,94245.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Females,65 years or over,Use of alcohol,Sweden,32.0,37.0,32.0,40.0,44.0,51.0,49.0,,0.035319308624533675,0.04037626312228551,0.03487130309700761,0.045272939232397315,0.04460122450634554,0.05572004501305597,0.05199214812456895,
Males,65 years or over,Use of alcohol,Sweden,104.0,107.0,153.0,168.0,158.0,164.0,169.0,,0.11478775302973446,0.11676378794823108,0.16672841793256762,0.19014634477606873,0.16015894254551352,0.17917818396355253,0.17931985781739085,
Total,65 years or over,Use of alcohol,Sweden,136.0,144.0,185.0,208.0,202.0,215.0,218.0,,0.15010706165426813,0.1571400510705166,0.20159972102957524,0.23541928400846604,0.20476016705185907,0.2348982289766085,0.23131200594195978,
Females,From 15 to 29 years,Use of alcohol,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,From 15 to 29 years,Use of alcohol,Sweden,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.001013664193326035,0.003277649706650351,0.0,
Total,From 15 to 29 years,Use of alcohol,Sweden,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.001013664193326035,0.003277649706650351,0.0,
Females,From 30 to 44 years,Use of alcohol,Sweden,,,0.0,0.0,1.0,3.0,3.0,,,,0.0,0.0,0.001013664193326035,0.003277649706650351,0.0031831927423205475,
Males,From 30 to 44 years,Use of alcohol,Sweden,,,0.0,0.0,6.0,3.0,2.0,,,,0.0,0.0,0.0060819851599562096,0.003277649706650351,0.002122128494880365,
Total,From 30 to 44 years,Use of alcohol,Sweden,,,0.0,0.0,7.0,6.0,5.0,,,,0.0,0.0,0.0070956493532822445,0.006555299413300702,0.0053053212372009126,
Females,From 45 to 64 years,Use of alcohol,Sweden,,,0.0,0.0,21.0,22.0,14.0,,,,0.0,0.0,0.021286948059846735,0.024036097848769245,0.014854899464162555,
Males,From 45 to 64 years,Use of alcohol,Sweden,,,0.0,0.0,73.0,81.0,62.0,,,,0.0,0.0,0.07399748611280055,0.08849654207955948,0.06578598334129131,
Total,From 45 to 64 years,Use of alcohol,Sweden,,,0.0,0.0,94.0,103.0,76.0,,,,0.0,0.0,0.09528443417264729,0.11253263992832872,0.08064088280545387,
Females,Less than 15 years,Use of alcohol,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Use of alcohol,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Use of alcohol,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Use of alcohol,Sweden,44.0,64.0,48.0,59.0,66.0,76.0,66.0,,0.048564049358733805,0.06984002269800738,0.052306954645511404,0.06677758536778604,0.06690183675951832,0.08303379256847557,0.07003024033105205,
Males,Total,Use of alcohol,Sweden,175.0,168.0,217.0,254.0,238.0,251.0,233.0,,0.19315246904041855,0.18333005958226936,0.23647102412658283,0.28748316412572295,0.24125207801159632,0.27423002545641273,0.24722796965356253,
Total,Total,Use of alcohol,Sweden,221.0,234.0,265.0,313.0,304.0,327.0,299.0,,0.24392397518818568,0.25535258298958946,0.2887779787720942,0.354260749493509,0.3081539147711146,0.3572638180248883,0.31725820998461457,
Females,65 years or over,COVID-19,Switzerland,0.0,0.0,0.0,0.0,4324.0,2672.0,1828.0,0.0,0.0,0.0,0.0,0.0,5.626325582605754,3.718962253646587,2.430883389406774,
Males,65 years or over,COVID-19,Switzerland,0.0,0.0,0.0,0.0,4704.0,2890.0,2086.0,0.0,0.0,0.0,0.0,0.0,6.120776026960561,4.022380581227035,2.773973058152369,
Total,65 years or over,COVID-19,Switzerland,0.0,0.0,0.0,0.0,9028.0,5562.0,3914.0,0.0,0.0,0.0,0.0,0.0,11.747101609566316,7.741342834873623,5.204856447559143,
Females,From 15 to 29 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027836543814719963,0.0013298049176185855,
Males,From 15 to 29 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0013011853798810715,0.005567308762943993,0.002659609835237171,
Total,From 15 to 29 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0013011853798810715,0.008350963144415989,0.003989414752855756,
Females,From 30 to 44 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,5.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.006505926899405358,0.019485580670303974,0.007978829505711512,
Males,From 30 to 44 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,9.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.011710668418929645,0.019485580670303974,0.015957659011423025,
Total,From 30 to 44 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,14.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,0.018216595318335003,0.03897116134060795,0.023936488517134535,
Females,From 45 to 64 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,82.0,142.0,90.0,0.0,0.0,0.0,0.0,0.0,0.10669720115024786,0.19763946108451175,0.11968244258567268,
Males,From 45 to 64 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,220.0,296.0,140.0,0.0,0.0,0.0,0.0,0.0,0.2862607835738358,0.41198084845785543,0.18617268846660195,
Total,From 45 to 64 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,302.0,438.0,230.0,0.0,0.0,0.0,0.0,0.0,0.39295798472408366,0.6096203095423672,0.30585513105227463,
Females,Less than 15 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002659609835237171,
Males,Less than 15 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002602370759762143,0.0,0.0013298049176185855,
Total,Less than 15 years,COVID-19,Switzerland,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.002602370759762143,0.0,0.003989414752855756,
Females,Total,COVID-19,Switzerland,0.0,0.0,0.0,0.0,4411.0,2830.0,1927.0,0.0,0.0,0.0,0.0,0.0,5.7395287106554065,3.938870949782875,2.562534076251014,
Males,Total,COVID-19,Switzerland,0.0,0.0,0.0,0.0,4936.0,3204.0,2241.0,0.0,0.0,0.0,0.0,0.0,6.42265103509297,4.459414319118139,2.9800928203832497,
Total,Total,COVID-19,Switzerland,0.0,0.0,0.0,0.0,9347.0,6034.0,4168.0,0.0,0.0,0.0,0.0,0.0,12.162179745748377,8.398285268901013,5.542626896634264,
Females,65 years or over,Drug dependence,Switzerland,4.0,4.0,4.0,6.0,4.0,5.0,2.0,,0.006103795034562739,0.005931989737657754,0.0059153221632333155,0.008768853034023149,0.005204741519524286,0.006959135953679992,0.002659609835237171,
Males,65 years or over,Drug dependence,Switzerland,5.0,4.0,5.0,4.0,2.0,6.0,10.0,,0.007629743793203424,0.005931989737657754,0.007394152704041644,0.005845902022682099,0.002602370759762143,0.008350963144415989,0.013298049176185855,
Total,65 years or over,Drug dependence,Switzerland,9.0,8.0,9.0,10.0,6.0,11.0,12.0,,0.013733538827766163,0.011863979475315508,0.013309474867274958,0.014614755056705248,0.0078071122792864305,0.015310099098095982,0.015957659011423025,
Females,From 15 to 29 years,Drug dependence,Switzerland,1.0,0.0,2.0,2.0,0.0,1.0,1.0,,0.0015259487586406848,0.0,0.0029576610816166578,0.0029229510113410496,0.0,0.0013918271907359982,0.0013298049176185855,
Males,From 15 to 29 years,Drug dependence,Switzerland,1.0,5.0,6.0,3.0,6.0,7.0,3.0,,0.0015259487586406848,0.007414987172072192,0.008872983244849973,0.0043844265170115745,0.0078071122792864305,0.009742790335151987,0.003989414752855756,
Total,From 15 to 29 years,Drug dependence,Switzerland,2.0,5.0,8.0,5.0,6.0,8.0,4.0,,0.0030518975172813697,0.007414987172072192,0.011830644326466631,0.007307377528352624,0.0078071122792864305,0.011134617525887985,0.005319219670474342,
Females,From 30 to 44 years,Drug dependence,Switzerland,,,0.0,0.0,3.0,5.0,6.0,,,,0.0,0.0,0.0039035561396432153,0.006959135953679992,0.007978829505711512,
Males,From 30 to 44 years,Drug dependence,Switzerland,,,0.0,0.0,6.0,14.0,17.0,,,,0.0,0.0,0.0078071122792864305,0.019485580670303974,0.022606683599515953,
Total,From 30 to 44 years,Drug dependence,Switzerland,,,0.0,0.0,9.0,19.0,23.0,,,,0.0,0.0,0.011710668418929645,0.026444716623983965,0.03058551310522746,
Females,From 45 to 64 years,Drug dependence,Switzerland,,,0.0,0.0,8.0,10.0,19.0,,,,0.0,0.0,0.010409483039048572,0.013918271907359983,0.02526629343475312,
Males,From 45 to 64 years,Drug dependence,Switzerland,,,0.0,0.0,32.0,34.0,42.0,,,,0.0,0.0,0.04163793215619429,0.04732212448502394,0.055851806539980585,
Total,From 45 to 64 years,Drug dependence,Switzerland,,,0.0,0.0,40.0,44.0,61.0,,,,0.0,0.0,0.05204741519524286,0.061240396392383926,0.08111809997473371,
Females,Less than 15 years,Drug dependence,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Males,Less than 15 years,Drug dependence,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Drug dependence,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Females,Total,Drug dependence,Switzerland,22.0,16.0,21.0,21.0,15.0,21.0,28.0,,0.033570872690095066,0.023727958950631015,0.031055441356974904,0.030690985619081027,0.019517780698216074,0.029228371005455965,0.037234537693320385,
Males,Total,Drug dependence,Switzerland,49.0,57.0,68.0,67.0,46.0,61.0,72.0,,0.07477148917339356,0.08453085376162299,0.10056047677496635,0.09791885887992517,0.059854527474529295,0.08490145863489588,0.09574595406853814,
Total,Total,Drug dependence,Switzerland,71.0,73.0,89.0,88.0,61.0,82.0,100.0,,0.10834236186348861,0.10825881271225402,0.13161591813194126,0.1286098444990062,0.07937230817274536,0.11412982964035184,0.13298049176185853,
Females,65 years or over,Intentional self-harm,Switzerland,74.0,71.0,87.0,102.0,99.0,87.0,85.0,,0.11292020813941069,0.10529281784342513,0.1286582570503246,0.14907050157839355,0.1288173526082261,0.12108896559403184,0.11303341799757975,
Males,65 years or over,Intentional self-harm,Switzerland,253.0,258.0,250.0,255.0,242.0,258.0,269.0,,0.38606503593609326,0.3826133380789251,0.36970763520208216,0.37267625394598386,0.31488686193121934,0.3590914152098875,0.35771752283939945,
Total,65 years or over,Intentional self-harm,Switzerland,327.0,329.0,337.0,357.0,341.0,345.0,354.0,,0.49898524407550393,0.4879061559223502,0.4983658922524068,0.5217467555243774,0.4437042145394455,0.4801803808039194,0.4707509408369792,
Females,From 15 to 29 years,Intentional self-harm,Switzerland,30.0,30.0,39.0,35.0,41.0,37.0,32.0,,0.045778462759220546,0.044489923032433154,0.05767439109152482,0.05115164269846838,0.05334860057512393,0.05149760605723193,0.042553757363794735,
Males,From 15 to 29 years,Intentional self-harm,Switzerland,93.0,104.0,113.0,96.0,103.0,90.0,77.0,,0.1419132345535837,0.1542317331791016,0.16710785111134113,0.14030164854437038,0.1340220941277504,0.12526444716623983,0.10239497865663107,
Total,From 15 to 29 years,Intentional self-harm,Switzerland,123.0,134.0,152.0,131.0,144.0,127.0,109.0,,0.18769169731280422,0.1987216562115348,0.224782242202866,0.19145329124283877,0.18737069470287432,0.17676205322347177,0.1449487360204258,
Females,From 30 to 44 years,Intentional self-harm,Switzerland,,,0.0,0.0,47.0,44.0,53.0,,,,0.0,0.0,0.06115571285441036,0.061240396392383926,0.07047966063378502,
Males,From 30 to 44 years,Intentional self-harm,Switzerland,,,0.0,0.0,115.0,118.0,118.0,,,,0.0,0.0,0.14963631868632324,0.1642356085068478,0.15691698027899306,
Total,From 30 to 44 years,Intentional self-harm,Switzerland,,,0.0,0.0,162.0,162.0,171.0,,,,0.0,0.0,0.21079203154073362,0.2254760048992317,0.2273966409127781,
Females,From 45 to 64 years,Intentional self-harm,Switzerland,,,0.0,0.0,101.0,121.0,98.0,,,,0.0,0.0,0.13141972336798824,0.16841109007905578,0.13032088192662136,
Males,From 45 to 64 years,Intentional self-harm,Switzerland,,,0.0,0.0,261.0,278.0,257.0,,,,0.0,0.0,0.3396093841489597,0.38692795902460747,0.34175986382797646,
Total,From 45 to 64 years,Intentional self-harm,Switzerland,,,0.0,0.0,362.0,399.0,355.0,,,,0.0,0.0,0.47102910751694793,0.5553390491036634,0.4720807457545978,
Females,Less than 15 years,Intentional self-harm,Switzerland,1.0,4.0,0.0,2.0,6.0,3.0,3.0,,0.0015259487586406848,0.005931989737657754,0.0,0.0029229510113410496,0.0078071122792864305,0.0041754815722079945,0.003989414752855756,
Males,Less than 15 years,Intentional self-harm,Switzerland,4.0,0.0,2.0,0.0,1.0,4.0,2.0,,0.006103795034562739,0.0,0.0029576610816166578,0.0,0.0013011853798810715,0.005567308762943993,0.002659609835237171,
Total,Less than 15 years,Intentional self-harm,Switzerland,5.0,4.0,2.0,2.0,7.0,7.0,5.0,,0.007629743793203424,0.005931989737657754,0.0029576610816166578,0.0029229510113410496,0.009108297659167501,0.009742790335151987,0.0066490245880929276,
Females,Total,Intentional self-harm,Switzerland,267.0,280.0,301.0,285.0,294.0,292.0,271.0,,0.4074283185570629,0.41523928163604273,0.44512799278330695,0.4165205191160996,0.38254850168503507,0.4064135396949115,0.36037713267463667,
Males,Total,Intentional self-harm,Switzerland,794.0,800.0,746.0,771.0,722.0,748.0,723.0,,1.2116033143607037,1.1863979475315507,1.1032075834430133,1.1267976148719747,0.9394558442741338,1.0410867386705267,0.9614489554382372,
Total,Total,Intentional self-harm,Switzerland,1061.0,1080.0,1047.0,1056.0,1016.0,1040.0,994.0,,1.6190316329177667,1.6016372291675935,1.5483355762263202,1.5433181339880744,1.3220043459591688,1.4475002783654383,1.3218260881128738,
Females,65 years or over,Mental and behavioural disorders,Switzerland,3509.0,3964.0,4009.0,4046.0,3936.0,3606.0,4145.0,0.0,5.354554194070163,5.878601830018834,5.92863163810059,5.9131298959429435,5.121465655211898,5.01892884979401,5.512041383529036,
Males,65 years or over,Mental and behavioural disorders,Switzerland,1721.0,1912.0,1873.0,1914.0,1968.0,1785.0,1945.0,0.0,2.6261578136206185,2.8354910946004064,2.769849602934,2.7972641178533846,2.560732827605949,2.484411535463757,2.5864705647681485,
Total,65 years or over,Mental and behavioural disorders,Switzerland,5230.0,5876.0,5882.0,5960.0,5904.0,5391.0,6090.0,0.0,7.980712007690782,8.71409292461924,8.69848124103459,8.710394013796328,7.682198482817847,7.503340385257766,8.098511948297185,
Females,From 15 to 29 years,Mental and behavioural disorders,Switzerland,9.0,6.0,12.0,6.0,8.0,1.0,11.0,0.0,0.013733538827766163,0.008897984606486631,0.017745966489699946,0.008768853034023149,0.010409483039048572,0.0013918271907359982,0.014627854093804439,
Males,From 15 to 29 years,Mental and behavioural disorders,Switzerland,3.0,11.0,12.0,9.0,8.0,9.0,10.0,0.0,0.004577846275922054,0.016312971778558824,0.017745966489699946,0.013153279551034725,0.010409483039048572,0.012526444716623984,0.013298049176185855,
Total,From 15 to 29 years,Mental and behavioural disorders,Switzerland,12.0,17.0,24.0,15.0,16.0,10.0,21.0,0.0,0.018311385103688217,0.025210956385045453,0.03549193297939989,0.021922132585057874,0.020818966078097145,0.013918271907359983,0.027925903269990292,
Females,From 30 to 44 years,Mental and behavioural disorders,Switzerland,0.0,0.0,0.0,0.0,26.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.033830819876907864,0.020877407861039973,0.02659609835237171,
Males,From 30 to 44 years,Mental and behavioural disorders,Switzerland,0.0,0.0,0.0,0.0,33.0,48.0,38.0,0.0,0.0,0.0,0.0,0.0,0.042939117536075364,0.06680770515532791,0.05053258686950624,
Total,From 30 to 44 years,Mental and behavioural disorders,Switzerland,0.0,0.0,0.0,0.0,59.0,63.0,58.0,0.0,0.0,0.0,0.0,0.0,0.07676993741298323,0.08768511301636789,0.07712868522187795,
Females,From 45 to 64 years,Mental and behavioural disorders,Switzerland,0.0,0.0,0.0,0.0,104.0,87.0,115.0,0.0,0.0,0.0,0.0,0.0,0.13532327950763146,0.12108896559403184,0.15292756552613732,
Males,From 45 to 64 years,Mental and behavioural disorders,Switzerland,0.0,0.0,0.0,0.0,160.0,221.0,208.0,0.0,0.0,0.0,0.0,0.0,0.20818966078097145,0.3075938091526556,0.27659942286466577,
Total,From 45 to 64 years,Mental and behavioural disorders,Switzerland,0.0,0.0,0.0,0.0,264.0,308.0,323.0,0.0,0.0,0.0,0.0,0.0,0.3435129402886029,0.4286827747466875,0.4295269883908031,
Females,Less than 15 years,Mental and behavioural disorders,Switzerland,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0030518975172813697,0.0,0.0,0.0029229510113410496,0.0,0.0,0.0,
Males,Less than 15 years,Mental and behavioural disorders,Switzerland,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005931989737657754,0.0,0.0,0.0,0.0,0.0,
Total,Less than 15 years,Mental and behavioural disorders,Switzerland,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0030518975172813697,0.005931989737657754,0.0,0.0029229510113410496,0.0,0.0,0.0,
Females,Total,Mental and behavioural disorders,Switzerland,3631.0,4091.0,4128.0,4169.0,4074.0,3709.0,4291.0,0.0,5.540719942624326,6.066942504189467,6.104612472456781,6.092891383140418,5.301029237635486,5.162287050439818,5.70619290150135,
Males,Total,Mental and behavioural disorders,Switzerland,1930.0,2141.0,2114.0,2152.0,2169.0,2063.0,2201.0,0.0,2.9450811041765217,3.1750975070813126,3.126247763268807,3.1450952882029695,2.8222710889620446,2.8713394944883643,2.9269006236785065,
Total,Total,Mental and behavioural disorders,Switzerland,5561.0,6232.0,6242.0,6321.0,6243.0,5772.0,6492.0,0.0,8.48580104680085,9.242040011270781,9.230860235725588,9.23798667134339,8.123300326597532,8.033626544928183,8.633093525179856,
Females,65 years or over,Total,Switzerland,30453.0,31479.0,31458.0,32015.0,35500.0,32998.0,34960.0,,46.46971754688477,46.683276237932105,46.521051152748406,46.78913831404186,46.19208098577804,45.92751363990647,46.489979919945746,
Males,65 years or over,Total,Switzerland,25764.0,26671.0,26844.0,27424.0,31967.0,29313.0,30754.0,,39.3145438176186,39.553024573267486,39.69772703745878,40.079504267508476,41.59499303865822,40.79863044204431,40.89682043644197,
Total,65 years or over,Total,Switzerland,56217.0,58150.0,58302.0,59439.0,67467.0,62311.0,65714.0,,85.78426136450338,86.2363008111996,86.21877819020717,86.86864258155033,87.78707402443627,86.72614408195078,87.38680035638772,
Females,From 15 to 29 years,Total,Switzerland,124.0,123.0,139.0,116.0,123.0,126.0,133.0,,0.18921764607144492,0.18240868443297592,0.20555744517235772,0.1695311586577809,0.1600458017253718,0.17537022603273578,0.17686405404327185,
Males,From 15 to 29 years,Total,Switzerland,333.0,334.0,327.0,299.0,340.0,336.0,304.0,,0.508140936627348,0.4953211430944225,0.48357758684432356,0.43698117619548693,0.4424030291595643,0.46765393608729544,0.40426069495604994,
Total,From 15 to 29 years,Total,Switzerland,457.0,457.0,466.0,415.0,463.0,462.0,437.0,,0.6973585826987929,0.6777298275273983,0.6891350320166812,0.6065123348532678,0.6024488308849362,0.6430241621200311,0.5811247489993219,
Females,From 30 to 44 years,Total,Switzerland,,,0.0,0.0,374.0,345.0,398.0,,,,0.0,0.0,0.4866433320755208,0.4801803808039194,0.5292623572121969,
Males,From 30 to 44 years,Total,Switzerland,,,0.0,0.0,628.0,683.0,733.0,,,,0.0,0.0,0.817144418565313,0.9506179712726868,0.974747004614423,
Total,From 30 to 44 years,Total,Switzerland,,,0.0,0.0,1002.0,1028.0,1131.0,,,,0.0,0.0,1.303787750640834,1.430798352076606,1.50400936182662,
Females,From 45 to 64 years,Total,Switzerland,,,0.0,0.0,2731.0,2803.0,2760.0,,,,0.0,0.0,3.553537272455207,3.901291615633003,3.6702615726272954,
Males,From 45 to 64 years,Total,Switzerland,,,0.0,0.0,4733.0,4837.0,4706.0,,,,0.0,0.0,6.158510402977113,6.732268121590024,6.258061942313063,
Total,From 45 to 64 years,Total,Switzerland,,,0.0,0.0,7464.0,7640.0,7466.0,,,,0.0,0.0,9.712047675432318,10.633559737223026,9.928323514940358,
Females,Less than 15 years,Total,Switzerland,219.0,185.0,198.0,187.0,203.0,180.0,198.0,,0.33418277814230996,0.27435452536667115,0.2928084470800491,0.2732959195603882,0.2641406321158576,0.25052889433247966,0.2633013736884799,
Males,Less than 15 years,Total,Switzerland,209.0,247.0,225.0,218.0,254.0,227.0,253.0,,0.3189232905559031,0.3663003663003663,0.33273687168187394,0.3186016602361745,0.3305010864897922,0.3159447722970716,0.3364406441575021,
Total,Less than 15 years,Total,Switzerland,428.0,432.0,423.0,405.0,457.0,407.0,451.0,,0.6531060686982131,0.6406548916670374,0.6255453187619231,0.5918975797965625,0.5946417186056497,0.5664736666295512,0.599742017845982,
Females,Total,Total,Switzerland,33986.0,34806.0,34994.0,35381.0,38931.0,36452.0,38449.0,,51.860894511162314,51.61720870222894,51.75019594504666,51.70846486612884,50.65644802415,50.73488475670861,51.12966927751699,
Males,Total,Total,Switzerland,31547.0,32625.0,32627.0,33043.0,37922.0,35396.0,36750.0,,48.139105488837686,48.38279129777106,48.249804054953344,48.29153513387116,49.34355197585,49.26511524329139,48.87033072248301,
Total,Total,Total,Switzerland,65533.0,67431.0,67621.0,68424.0,76853.0,71848.0,75199.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Females,65 years or over,Use of alcohol,Switzerland,28.0,24.0,39.0,28.0,30.0,28.0,37.0,,0.04272656524193918,0.035591938425946525,0.05767439109152482,0.040921314158774695,0.03903556139643215,0.03897116134060795,0.04920278195188766,
