worktime,sector,sex,level,country,2005,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total,Total,Males,Short-cycle tertiary education - general/academic,Albania,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Austria,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Bosnia and Herzegovina,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Belgium,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Bulgaria,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Switzerland,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Cyprus,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Czechia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Germany,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Denmark,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Estonia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Greece,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Spain,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,European Union - 27 countries (from 2020),,,,28315.0,3555.0,3266.0,3020.0,2519.0,2262.0,2514.0,2487.0,2384.0,2258.0
Total,Total,Males,Short-cycle tertiary education - general/academic,European Union - 28 countries (2013-2020),,,,28315.0,3555.0,75255.0,66713.0,60525.0,56032.0,58594.0,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Finland,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,France,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Croatia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Hungary,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Ireland,28268.0,24797.0,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Iceland,,,,66.0,82.0,62.0,63.0,94.0,109.0,99.0,98.0,99.0,115.0
Total,Total,Males,Short-cycle tertiary education - general/academic,Italy,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Total,Total,Males,Short-cycle tertiary education - general/academic,Lithuania,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Luxembourg,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Latvia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Montenegro,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,North Macedonia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Malta,,,,438.0,372.0,414.0,477.0,384.0,576.0,562.0,548.0,460.0,568.0
Total,Total,Males,Short-cycle tertiary education - general/academic,Netherlands,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Norway,,,,227.0,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Poland,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Portugal,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Romania,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Serbia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Sweden,2088.0,4516.0,,3521.0,3183.0,2852.0,2543.0,2135.0,1686.0,1952.0,1940.0,1924.0,1690.0
Total,Total,Males,Short-cycle tertiary education - general/academic,Slovenia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Slovakia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,Türkiye,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - general/academic,United Kingdom,,,,,78691.0,71989.0,63693.0,58006.0,53770.0,56080.0,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Albania,,,,,,,,,,,,3664.0,4223.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Austria,36693.0,35695.0,,35561.0,35918.0,36028.0,36124.0,35417.0,35029.0,34502.0,33587.0,34070.0,34034.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Bosnia and Herzegovina,,,,,,,,,,,,,43.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Belgium,522.0,727.0,,9167.0,9100.0,8989.0,8956.0,8803.0,8870.0,8636.0,8989.0,10929.0,11886.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Bulgaria,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Switzerland,,,,4484.0,3889.0,4155.0,1652.0,1455.0,1577.0,1555.0,1415.0,1301.0,1327.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Cyprus,3561.0,4925.0,,1361.0,1284.0,1534.0,2206.0,3073.0,3112.0,3229.0,3827.0,2512.0,2132.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Czechia,,,,364.0,393.0,417.0,365.0,381.0,351.0,363.0,383.0,394.0,383.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Germany,,114.0,,99.0,114.0,101.0,142.0,111.0,123.0,6154.0,5448.0,5874.0,6200.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Denmark,,,,16233.0,16646.0,17737.0,18354.0,18908.0,19114.0,19001.0,19079.0,19303.0,19211.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Estonia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Greece,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Spain,,,,174489.0,188471.0,192952.0,191549.0,205238.0,216462.0,223189.0,238496.0,269560.0,279631.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,European Union - 27 countries (from 2020),,,,532304.0,543915.0,551469.0,559400.0,584084.0,605256.0,641491.0,666980.0,719820.0,716085.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,European Union - 28 countries (2013-2020),,,,656817.0,574773.0,585901.0,609337.0,639763.0,666919.0,723211.0,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Finland,65.0,38.0,,79.0,16.0,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,France,231728.0,246100.0,,251559.0,253911.0,250667.0,253532.0,256720.0,263471.0,281692.0,285048.0,296209.0,272352.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Croatia,,,,,22.0,28.0,16.0,44.0,40.0,48.0,20.0,11.0,7.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Hungary,8587.0,12808.0,,13542.0,7132.0,4332.0,4497.0,4891.0,4696.0,4626.0,4657.0,5140.0,5206.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Ireland,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Iceland,,,,182.0,190.0,178.0,153.0,202.0,209.0,175.0,221.0,190.0,193.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Italy,,,,1896.0,3985.0,4911.0,6140.0,8032.0,9726.0,12196.0,14673.0,17032.0,20864.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Lithuania,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Luxembourg,,,,128.0,220.0,268.0,287.0,335.0,331.0,364.0,379.0,375.0,395.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Latvia,10209.0,6877.0,,7005.0,7021.0,6417.0,6135.0,6126.0,5993.0,5630.0,5163.0,5170.0,4919.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Montenegro,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,North Macedonia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Malta,,,,699.0,705.0,715.0,419.0,171.0,83.0,113.0,249.0,291.0,143.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Netherlands,,2011.0,,,,8083.0,8882.0,10725.0,11352.0,11810.0,13460.0,15384.0,18373.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Norway,3078.0,5962.0,,7102.0,7825.0,8191.0,7497.0,6955.0,7137.0,7489.0,7661.0,8770.0,9602.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Poland,4264.0,3623.0,,1990.0,1029.0,513.0,75.0,40.0,38.0,42.0,28.0,132.0,98.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Portugal,,,,,,285.0,4124.0,6883.0,8024.0,9627.0,10644.0,11382.0,12504.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Romania,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Serbia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Sweden,7042.0,9566.0,,9590.0,9596.0,9890.0,10044.0,10633.0,11309.0,12921.0,15489.0,18731.0,20407.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Slovenia,6492.0,8624.0,,7605.0,7306.0,6565.0,6556.0,6536.0,6219.0,6495.0,6556.0,6499.0,6539.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Slovakia,1681.0,742.0,,937.0,1046.0,1037.0,997.0,1017.0,913.0,852.0,805.0,822.0,802.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,Türkiye,,,,827804.0,940570.0,1062823.0,1198343.0,1335771.0,1424366.0,1410461.0,1476843.0,1505909.0,1567424.0
Total,Total,Males,Short-cycle tertiary education - vocational/professional,United Kingdom,,,,124513.0,30858.0,34432.0,49937.0,55679.0,61662.0,81720.0,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Austria,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Bosnia and Herzegovina,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Belgium,,,,,,,,0.0,0.0,0.0,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Bulgaria,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Switzerland,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Cyprus,,,,83.0,120.0,126.0,139.0,147.0,421.0,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Czechia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Germany,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Denmark,,,,,0.0,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Estonia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Greece,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Spain,,,,,5694.0,5416.0,5048.0,7694.0,7694.0,9793.0,9793.0,13686.0,16826.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,European Union - 27 countries (from 2020),,,,,79405.0,70504.0,71472.0,76908.0,30124.0,32639.0,34789.0,59525.0,67942.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,European Union - 28 countries (2013-2020),,,,,86981.0,80725.0,87371.0,99949.0,73220.0,96544.0,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Finland,3.0,0.0,,0.0,0.0,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,France,23325.0,35031.0,,46013.0,45857.0,44323.0,45609.0,47400.0,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Croatia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Hungary,8587.0,12808.0,,13542.0,7132.0,4332.0,4497.0,4891.0,4696.0,4626.0,4657.0,5140.0,5206.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Ireland,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Iceland,,,,7.0,8.0,8.0,5.0,1.0,0.0,1.0,4.0,0.0,2.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Italy,,,,1896.0,,,,,0.0,0.0,,17032.0,20864.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Liechtenstein,,,,,,,,,,0.0,0.0,0.0,0.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Lithuania,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Luxembourg,,,,0.0,,,0.0,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Latvia,10209.0,6877.0,,7005.0,7021.0,6417.0,6135.0,6126.0,5993.0,5630.0,5163.0,5170.0,4919.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Montenegro,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,North Macedonia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Malta,,,,0.0,0.0,0.0,0.0,17.0,11.0,12.0,20.0,104.0,46.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Netherlands,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Norway,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Poland,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Portugal,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Romania,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Serbia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Sweden,,0.0,,9590.0,9596.0,9890.0,10044.0,10633.0,11309.0,12578.0,15157.0,18393.0,20081.0
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Slovenia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Slovakia,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,Türkiye,,,,,,,,,,,,,
Total,Total,Males,Short-cycle tertiary education - school and work-based vocational programmes,United Kingdom,,,,5546.0,6110.0,10221.0,15899.0,23041.0,43096.0,63904.0,,,
Total,Total,Males,Bachelor's or equivalent level,Albania,,,,,,,,,,,,30595.0,31360.0
Total,Total,Males,Bachelor's or equivalent level,Austria,,,,84548.0,84669.0,86998.0,90997.0,92905.0,93943.0,91252.0,90193.0,92104.0,89716.0
Total,Total,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,,,,,,,,,33278.0,29233.0,26031.0,25346.0,23912.0
Total,Total,Males,Bachelor's or equivalent level,Belgium,,,,160168.0,158693.0,160014.0,162440.0,169017.0,164034.0,164198.0,161887.0,164088.0,165006.0
Total,Total,Males,Bachelor's or equivalent level,Bulgaria,,,,91883.0,90726.0,88426.0,85459.0,79509.0,74617.0,71871.0,71285.0,70781.0,69241.0
Total,Total,Males,Bachelor's or equivalent level,Switzerland,,,,94684.0,98513.0,99303.0,101259.0,102923.0,104827.0,106159.0,106997.0,109516.0,109660.0
Total,Total,Males,Bachelor's or equivalent level,Cyprus,,,,9533.0,9168.0,9514.0,10098.0,11105.0,12066.0,13139.0,13033.0,12715.0,11210.0
Total,Total,Males,Bachelor's or equivalent level,Czechia,,,,115295.0,109927.0,101180.0,94356.0,88153.0,83440.0,81467.0,82815.0,86929.0,89061.0
Total,Total,Males,Bachelor's or equivalent level,Germany,,,,913296.0,958035.0,981474.0,990785.0,997193.0,997463.0,1086446.0,1067388.0,1073383.0,1059616.0
Total,Total,Males,Bachelor's or equivalent level,Denmark,,,,75268.0,77027.0,80224.0,81521.0,81165.0,80691.0,79679.0,79248.0,79183.0,78641.0
Total,Total,Males,Bachelor's or equivalent level,Estonia,,,,19458.0,17391.0,15446.0,14044.0,12796.0,12316.0,12145.0,11852.0,11906.0,11671.0
Total,Total,Males,Bachelor's or equivalent level,Greece,,,,305433.0,312255.0,314210.0,322773.0,333819.0,346829.0,351830.0,354932.0,371629.0,383699.0
Total,Total,Males,Bachelor's or equivalent level,Spain,,,,497546.0,539463.0,553642.0,554638.0,555240.0,552160.0,553764.0,552070.0,564017.0,560051.0
Total,Total,Males,Bachelor's or equivalent level,European Union - 27 countries (from 2020),,,,4577877.0,4621127.0,4917640.0,4909403.0,4921376.0,4913901.0,4999774.0,5007216.0,5103232.0,5144248.0
Total,Total,Males,Bachelor's or equivalent level,European Union - 28 countries (2013-2020),,,,5264574.0,5309725.0,5599362.0,5604531.0,5628533.0,5628442.0,5742907.0,,,
Total,Total,Males,Bachelor's or equivalent level,Finland,,,,109120.0,106918.0,105154.0,103452.0,101791.0,100688.0,99526.0,98033.0,100511.0,101964.0
Total,Total,Males,Bachelor's or equivalent level,France,,,,387185.0,399547.0,412633.0,428750.0,431761.0,433400.0,440351.0,446304.0,466343.0,508632.0
Total,Total,Males,Bachelor's or equivalent level,Croatia,,,,48171.0,47797.0,47126.0,45848.0,46272.0,45273.0,44420.0,43156.0,42520.0,42161.0
Total,Total,Males,Bachelor's or equivalent level,Hungary,,,,110692.0,105443.0,100261.0,94305.0,88780.0,87369.0,86506.0,87122.0,85908.0,85971.0
Total,Total,Males,Bachelor's or equivalent level,Ireland,,,,56941.0,77307.0,80578.0,81353.0,82300.0,81897.0,80570.0,79570.0,81859.0,81743.0
Total,Total,Males,Bachelor's or equivalent level,Iceland,,,,5399.0,5454.0,5168.0,4960.0,4683.0,4555.0,4586.0,4725.0,5298.0,5228.0
Total,Total,Males,Bachelor's or equivalent level,Italy,,,,497201.0,493184.0,491350.0,494070.0,509271.0,527754.0,537813.0,559921.0,569038.0,577956.0
Total,Total,Males,Bachelor's or equivalent level,Liechtenstein,,,,350.0,309.0,262.0,229.0,214.0,232.0,257.0,248.0,224.0,236.0
Total,Total,Males,Bachelor's or equivalent level,Lithuania,,,,54420.0,50303.0,48169.0,46394.0,43448.0,40521.0,37502.0,34834.0,33342.0,32551.0
Total,Total,Males,Bachelor's or equivalent level,Luxembourg,,,,,1626.0,1588.0,1536.0,1567.0,1436.0,1362.0,1399.0,1420.0,1319.0
Total,Total,Males,Bachelor's or equivalent level,Latvia,,,,26416.0,25434.0,21781.0,21411.0,21460.0,20647.0,21510.0,21601.0,21234.0,20315.0
Total,Total,Males,Bachelor's or equivalent level,Montenegro,,,,,,,11027.0,10905.0,10101.0,9633.0,9407.0,8941.0,
Total,Total,Males,Bachelor's or equivalent level,North Macedonia,,,,25901.0,26296.0,27184.0,27028.0,25786.0,25272.0,23325.0,22219.0,21399.0,21724.0
Total,Total,Males,Bachelor's or equivalent level,Malta,,,,3025.0,3044.0,3049.0,3594.0,3844.0,3982.0,3990.0,3919.0,4004.0,4422.0
Total,Total,Males,Bachelor's or equivalent level,Netherlands,,,,,,311049.0,307806.0,319824.0,324902.0,331994.0,333559.0,346550.0,336760.0
Total,Total,Males,Bachelor's or equivalent level,Norway,,,,69762.0,73675.0,73996.0,76755.0,78813.0,79058.0,77818.0,76579.0,78577.0,79057.0
Total,Total,Males,Bachelor's or equivalent level,Poland,,,,542707.0,509282.0,483787.0,463090.0,448504.0,429567.0,411661.0,404200.0,394535.0,396177.0
Total,Total,Males,Bachelor's or equivalent level,Portugal,,,,104624.0,98231.0,94085.0,93243.0,91496.0,93131.0,93836.0,97874.0,105401.0,120579.0
Total,Total,Males,Bachelor's or equivalent level,Romania,,,,199097.0,182943.0,172517.0,171014.0,168528.0,168690.0,165510.0,167730.0,171454.0,167840.0
Total,Total,Males,Bachelor's or equivalent level,Serbia,,,,89619.0,91456.0,88362.0,91961.0,92473.0,88605.0,85081.0,80919.0,79070.0,78468.0
Total,Total,Males,Bachelor's or equivalent level,Sweden,,,,93226.0,91421.0,91195.0,89409.0,87935.0,86707.0,87827.0,92531.0,98148.0,94099.0
Total,Total,Males,Bachelor's or equivalent level,Slovenia,,,,22952.0,21656.0,20038.0,18686.0,18147.0,17212.0,16801.0,17180.0,18656.0,18532.0
Total,Total,Males,Bachelor's or equivalent level,Slovakia,,,,49672.0,46360.0,42152.0,38330.0,35546.0,33166.0,32805.0,33580.0,35575.0,35316.0
Total,Total,Males,Bachelor's or equivalent level,Türkiye,,,,1657512.0,1784160.0,1915911.0,2067714.0,2143288.0,2228780.0,2309436.0,2343796.0,2370114.0,2276959.0
Total,Total,Males,Bachelor's or equivalent level,United Kingdom,,,,686697.0,688598.0,681722.0,695128.0,707157.0,714541.0,743133.0,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Albania,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Austria,,,,,,,,,,91252.0,90193.0,92104.0,89716.0
Total,Total,Males,Bachelor's or equivalent level - academic,Bosnia and Herzegovina,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Belgium,,,,67472.0,65549.0,63993.0,64415.0,65481.0,64190.0,65714.0,65633.0,68147.0,69684.0
Total,Total,Males,Bachelor's or equivalent level - academic,Bulgaria,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Switzerland,,,,70288.0,71495.0,72274.0,73651.0,75110.0,75993.0,76463.0,76794.0,79009.0,79327.0
Total,Total,Males,Bachelor's or equivalent level - academic,Cyprus,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Czechia,,,,106957.0,101900.0,93666.0,87588.0,82085.0,78021.0,76494.0,78248.0,82365.0,84386.0
Total,Total,Males,Bachelor's or equivalent level - academic,Germany,,,,823533.0,864795.0,887638.0,898940.0,913361.0,917392.0,916479.0,912868.0,916283.0,902451.0
Total,Total,Males,Bachelor's or equivalent level - academic,Denmark,,,,36342.0,38934.0,38911.0,38490.0,37104.0,36482.0,35818.0,35518.0,35665.0,35420.0
Total,Total,Males,Bachelor's or equivalent level - academic,Estonia,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Greece,,,,178168.0,187568.0,187677.0,192936.0,198617.0,206093.0,238390.0,259531.0,274066.0,281596.0
Total,Total,Males,Bachelor's or equivalent level - academic,Spain,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Finland,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,France,,,,290456.0,300711.0,309530.0,321986.0,330011.0,328626.0,332092.0,335528.0,357325.0,352873.0
Total,Total,Males,Bachelor's or equivalent level - academic,Croatia,,,,26735.0,26189.0,26338.0,25562.0,25832.0,25213.0,24110.0,22691.0,22453.0,22409.0
Total,Total,Males,Bachelor's or equivalent level - academic,Hungary,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Ireland,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Iceland,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Italy,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Liechtenstein,,,,350.0,309.0,262.0,229.0,214.0,232.0,257.0,248.0,224.0,236.0
Total,Total,Males,Bachelor's or equivalent level - academic,Lithuania,,,,33765.0,30804.0,29335.0,27932.0,26069.0,24192.0,22188.0,20257.0,19196.0,18694.0
Total,Total,Males,Bachelor's or equivalent level - academic,Luxembourg,,,,,830.0,812.0,728.0,735.0,731.0,708.0,711.0,719.0,671.0
Total,Total,Males,Bachelor's or equivalent level - academic,Latvia,,,,8896.0,8648.0,7987.0,7944.0,8020.0,7800.0,8510.0,8691.0,9023.0,8787.0
Total,Total,Males,Bachelor's or equivalent level - academic,Montenegro,,,,,,,8492.0,8390.0,7993.0,7809.0,7830.0,7402.0,
Total,Total,Males,Bachelor's or equivalent level - academic,North Macedonia,,,,,,,22784.0,24616.0,20628.0,17680.0,19159.0,18618.0,19726.0
Total,Total,Males,Bachelor's or equivalent level - academic,Malta,,,,,,,,,,,,2243.0,2832.0
Total,Total,Males,Bachelor's or equivalent level - academic,Netherlands,,,,,,,,,,98983.0,101045.0,106416.0,106486.0
Total,Total,Males,Bachelor's or equivalent level - academic,Norway,,,,69762.0,73675.0,73996.0,76755.0,78813.0,79058.0,77818.0,76579.0,78577.0,79057.0
Total,Total,Males,Bachelor's or equivalent level - academic,Poland,,,,,,,,,,,325691.0,314255.0,312185.0
Total,Total,Males,Bachelor's or equivalent level - academic,Portugal,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Romania,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Serbia,,,,64024.0,65271.0,62746.0,66417.0,67799.0,65661.0,64274.0,61590.0,60438.0,60521.0
Total,Total,Males,Bachelor's or equivalent level - academic,Sweden,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Slovenia,,,,11773.0,11201.0,10474.0,9713.0,9412.0,8803.0,8653.0,8718.0,9344.0,9133.0
Total,Total,Males,Bachelor's or equivalent level - academic,Slovakia,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,Türkiye,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - academic,United Kingdom,,,,,688598.0,681722.0,695128.0,707157.0,714541.0,743133.0,,,
Total,Total,Males,Bachelor's or equivalent level - professional,Albania,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - professional,Austria,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - professional,Bosnia and Herzegovina,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - professional,Belgium,,,,92696.0,93144.0,96021.0,98025.0,103536.0,99844.0,98484.0,96254.0,95941.0,95322.0
Total,Total,Males,Bachelor's or equivalent level - professional,Bulgaria,,,,7001.0,7244.0,7212.0,5603.0,4918.0,4019.0,3811.0,3976.0,3816.0,3547.0
Total,Total,Males,Bachelor's or equivalent level - professional,Switzerland,,,,24396.0,27018.0,27029.0,27608.0,27813.0,28834.0,29696.0,30203.0,30507.0,30333.0
Total,Total,Males,Bachelor's or equivalent level - professional,Cyprus,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - professional,Czechia,,,,8338.0,8027.0,7514.0,6768.0,6068.0,5419.0,4973.0,4567.0,4564.0,4675.0
Total,Total,Males,Bachelor's or equivalent level - professional,Germany,,,,89763.0,93240.0,93836.0,91845.0,83832.0,80071.0,169967.0,154520.0,157100.0,157165.0
Total,Total,Males,Bachelor's or equivalent level - professional,Denmark,,,,38926.0,38093.0,41313.0,43031.0,44061.0,44209.0,43861.0,43730.0,43518.0,43221.0
Total,Total,Males,Bachelor's or equivalent level - professional,Estonia,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - professional,Greece,,,,127265.0,124687.0,126533.0,129837.0,135202.0,140736.0,113440.0,95401.0,97563.0,102103.0
Total,Total,Males,Bachelor's or equivalent level - professional,Spain,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - professional,Finland,,,,,,,,,,,,,
Total,Total,Males,Bachelor's or equivalent level - professional,France,,,,96729.0,98836.0,103103.0,106764.0,101750.0,104774.0,106652.0,109091.0,108752.0,155315.0
