,s_adj,unit,na_item,country,year,quarter,value
5415502,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2022,Q4,-0.9
5415503,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,2022,Q4,-1.5
5415504,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,2022,Q4,0.5
5415505,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,2022,Q4,1.2
5415506,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,2022,Q4,1.1
5415507,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,2022,Q4,-0.6
5415508,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,2022,Q4,0.4
5415509,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,2022,Q4,0.2
5415510,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Turkey,2022,Q4,1.1
5443695,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Albania,2023,Q1,0.5 p
5443696,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Austria,2023,Q1,-0.7
5443697,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Belgium,2023,Q1,0.2 p
5443698,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bulgaria,2023,Q1,0.3
5443699,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Switzerland,2023,Q1,0.3
5443700,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Cyprus,2023,Q1,0.6
5443702,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Germany,2023,Q1,0.1 p
5443703,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Denmark,2023,Q1,1.9
5443708,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Estonia,2023,Q1,-1.2
5443709,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Greece,2023,Q1,0.0 p
5443710,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Spain,2023,Q1,0.7 p
5443712,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2023,Q1,0.2
5443713,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2023,Q1,0.1
5443714,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2023,Q1,1.4 p
5443715,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2023,Q1,-0.6 p
5443716,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2023,Q1,-5.4
5443717,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2023,Q1,0.3
5443718,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2023,Q1,-0.8
5443719,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2023,Q1,0.5
5443720,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2023,Q1,0.9
5443721,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2023,Q1,0.3 p
5443722,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2023,Q1,2.4
5443723,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2023,Q1,-0.2
5443724,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2023,Q1,0.2
5443725,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,2023,Q1,0.9
5443726,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,2023,Q1,1.4 e
5443727,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,2023,Q1,-0.3 p
5443728,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,2023,Q1,1.2
5443729,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,2023,Q1,0.5
5443730,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,2023,Q1,0.8
5443731,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,2023,Q1,0.2
5443732,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Turkey,2023,Q1,0.1
5471917,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Albania,2023,Q2,0.9 p
5471918,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Austria,2023,Q2,-0.3
5471919,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Belgium,2023,Q2,0.1 p
5471920,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bulgaria,2023,Q2,0.4
5471921,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Switzerland,2023,Q2,-0.2
5471922,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Cyprus,2023,Q2,0.4
5471924,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Germany,2023,Q2,-0.2 p
5471925,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Denmark,2023,Q2,-0.2
5471930,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Estonia,2023,Q2,-0.2
5471931,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Greece,2023,Q2,1.2 p
5471932,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Spain,2023,Q2,0.2 p
5471934,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2023,Q2,0.2
5471935,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2023,Q2,0.7
5471936,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2023,Q2,2.0 p
5471937,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2023,Q2,0.1 p
5471938,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2023,Q2,-1.2
5471939,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2023,Q2,-0.2
5471940,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2023,Q2,1.5
5471941,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2023,Q2,0.0
5471942,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2023,Q2,0.0
5471943,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2023,Q2,0.9 p
5471944,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2023,Q2,2.0
5471945,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2023,Q2,-0.2
5471946,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2023,Q2,-0.2
5471947,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,2023,Q2,-0.7
5471948,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,2023,Q2,0.0 e
5471949,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,2023,Q2,1.3 p
5471950,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,2023,Q2,1.2
5471951,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,2023,Q2,-0.5
5471952,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,2023,Q2,1.2
5471953,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,2023,Q2,0.9
5471954,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Turkey,2023,Q2,4.0
5500139,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Albania,2023,Q3,3.1 p
5500140,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Austria,2023,Q3,-0.8
5500141,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Belgium,2023,Q3,0.0 p
5500142,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bulgaria,2023,Q3,0.4
5500143,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Switzerland,2023,Q3,0.1
5500144,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Cyprus,2023,Q3,0.7
5500146,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Germany,2023,Q3,0.2 p
5500147,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Denmark,2023,Q3,1.4
5500152,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Estonia,2023,Q3,-0.4
5500153,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Greece,2023,Q3,0.1 p
5500154,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Spain,2023,Q3,0.7 p
5500156,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2023,Q3,-1.5
5500157,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2023,Q3,0.1
5500158,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2023,Q3,-0.1 p
5500159,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2023,Q3,1.3 p
5500160,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2023,Q3,-2.2
5500161,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2023,Q3,0.2
5500162,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2023,Q3,0.4
5500163,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2023,Q3,-1.1
5500164,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2023,Q3,0.7
5500165,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2023,Q3,0.7 p
5500166,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2023,Q3,1.0
5500167,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2023,Q3,-0.4
5500168,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2023,Q3,-0.7
5500169,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,2023,Q3,1.8
5500170,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,2023,Q3,-0.1 e
5500171,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,2023,Q3,0.9 p
5500172,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,2023,Q3,1.4
5500173,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,2023,Q3,0.1
5500174,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,2023,Q3,0.0
5500175,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,2023,Q3,0.7
5500176,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Turkey,2023,Q3,0.2
5528361,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Albania,2023,Q4,-0.3 p
5528362,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Austria,2023,Q4,-0.6
5528363,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Belgium,2023,Q4,0.3 p
5528364,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bulgaria,2023,Q4,0.6
5528365,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Switzerland,2023,Q4,0.3
5528366,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Cyprus,2023,Q4,1.0
5528368,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Germany,2023,Q4,-0.4 p
5528369,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Denmark,2023,Q4,1.6
5528374,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Estonia,2023,Q4,-0.5
5528375,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Greece,2023,Q4,0.8 p
5528376,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Spain,2023,Q4,0.7 p
5528378,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2023,Q4,-0.5
5528379,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2023,Q4,0.4
5528380,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2023,Q4,1.8 p
5528381,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2023,Q4,-0.3 p
5528382,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2023,Q4,-1.4
5528383,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2023,Q4,0.0
5528384,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2023,Q4,-0.3
5528385,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2023,Q4,0.1
5528386,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2023,Q4,-0.4
5528387,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2023,Q4,0.8 p
5528388,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2023,Q4,0.9
5528389,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2023,Q4,0.2
5528390,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2023,Q4,1.7
5528391,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,2023,Q4,0.0
5528392,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,2023,Q4,0.8 e
5528393,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,2023,Q4,0.2 p
5528394,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,2023,Q4,1.3
5528395,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,2023,Q4,-0.2
5528396,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,2023,Q4,0.8
5528397,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,2023,Q4,0.5
5528398,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Turkey,2023,Q4,1.2
5556583,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Albania,2024,Q1,0.4
5556584,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Austria,2024,Q1,0.2
5556585,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Belgium,2024,Q1,0.3
5556586,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bulgaria,2024,Q1,0.6
5556587,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Switzerland,2024,Q1,0.3
5556588,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Cyprus,2024,Q1,1.7
5556590,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Germany,2024,Q1,0.2
5556591,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Denmark,2024,Q1,-0.6
5556596,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Estonia,2024,Q1,-0.2
5556597,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Greece,2024,Q1,0.1
5556598,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Spain,2024,Q1,0.9
5556600,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2024,Q1,0.4
5556601,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2024,Q1,0.2
5556602,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2024,Q1,0.5
5556603,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2024,Q1,0.4
5556604,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2024,Q1,0.6
5556605,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2024,Q1,0.3
5556606,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2024,Q1,1.1
5556607,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2024,Q1,0.3
5556608,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2024,Q1,-0.1
5556609,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2024,Q1,0.2
5556610,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2024,Q1,3.0
5556611,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2024,Q1,-0.3
5556612,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2024,Q1,0.3
5556613,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,2024,Q1,0.6
5556614,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,2024,Q1,0.6
5556615,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,2024,Q1,-0.4
5556616,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,2024,Q1,0.5
5556617,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,2024,Q1,0.6
5556618,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,2024,Q1,-0.2
5556619,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,2024,Q1,0.7
5556620,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Turkey,2024,Q1,1.2
5584805,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Albania,2024,Q2,1.1
5584806,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Austria,2024,Q2,-0.2
5584807,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Belgium,2024,Q2,0.3
5584808,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bulgaria,2024,Q2,0.6
5584809,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Switzerland,2024,Q2,0.6
5584810,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Cyprus,2024,Q2,0.1
5584812,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Germany,2024,Q2,-0.3
5584813,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Denmark,2024,Q2,1.2
5584818,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Estonia,2024,Q2,0.1
5584819,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Greece,2024,Q2,1.2
5584820,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Spain,2024,Q2,0.8
5584822,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2024,Q2,0.1
5584823,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2024,Q2,0.2
5584824,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2024,Q2,1.0
5584825,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2024,Q2,-0.2
5584826,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2024,Q2,-0.3
5584827,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2024,Q2,0.2
5584828,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2024,Q2,0.3
5584829,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2024,Q2,0.6
5584830,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2024,Q2,-0.3
5584831,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2024,Q2,1.1
5584832,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2024,Q2,0.8
5584833,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2024,Q2,1.1
5584834,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2024,Q2,1.4
5584835,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Poland,2024,Q2,1.2
5584836,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Portugal,2024,Q2,0.2
5584837,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Romania,2024,Q2,0.1
5584838,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Serbia,2024,Q2,0.9
5584839,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Sweden,2024,Q2,0.0
5584840,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovenia,2024,Q2,0.1
5584841,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Slovakia,2024,Q2,0.2
5584842,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Turkey,2024,Q2,-0.2
5613027,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Albania,2024,Q3,2.8
5613028,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Austria,2024,Q3,-0.1
5613029,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Belgium,2024,Q3,0.3
5613030,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Bulgaria,2024,Q3,0.6
5613031,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Switzerland,2024,Q3,0.4
5613032,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Cyprus,2024,Q3,1.0
5613034,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Germany,2024,Q3,0.1
5613035,Seasonally and calendar adjusted data,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Denmark,2024,Q3,0.9
