unit,sector,cofog99,country,2018,2019,2020,2021,2022
Percentage of total,Central government,Hospital services,Czechia,5.0,5.0,6.0,6.0,6.0
Percentage of total,Central government,Hospital services,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Hospital services,Estonia,5.0,5.0,6.0,6.0,6.0
Percentage of total,Central government,Hospital services,Greece,7.0,7.0,6.0,7.0,6.0
Percentage of total,Central government,Hospital services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Hospital services,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Hospital services,France,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Hospital services,Croatia,7.0,7.0,8.0,8.0,8.0
Percentage of total,Central government,Hospital services,Hungary,6.0,5.0,9.0,5.0,4.0
Percentage of total,Central government,Hospital services,Ireland,8.0,8.0,9.0,9.0,10.0
Percentage of total,Central government,Hospital services,Iceland,16.0,16.0,15.0,16.0,16.0
Percentage of total,Central government,Hospital services,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Hospital services,Lithuania,2.0,3.0,2.0,3.0,3.0
Percentage of total,Central government,Hospital services,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Hospital services,Latvia,8.0,9.0,8.0,8.0,8.0
Percentage of total,Central government,Hospital services,Malta,9.0,9.0,9.0,8.0,8.0
Percentage of total,Central government,Hospital services,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Hospital services,Norway,8.0,8.0,8.0,8.0,8.0
Percentage of total,Central government,Hospital services,Poland,2.0,2.0,2.0,5.0,4.0
Percentage of total,Central government,Hospital services,Portugal,10.0,10.0,10.0,11.0,11.0
Percentage of total,Central government,Hospital services,Romania,3.0,3.0,3.0,3.0,2.0
Percentage of total,Central government,Hospital services,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Hospital services,Slovenia,10.0,10.0,10.0,11.0,11.0
Percentage of total,Central government,Hospital services,Slovakia,7.0,6.0,6.0,7.0,6.0
Percentage of total,Central government,Public health services,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Switzerland,0.0,0.0,1.0,3.0,1.0
Percentage of total,Central government,Public health services,Cyprus,0.0,0.0,0.0,0.0,1.0
Percentage of total,Central government,Public health services,Czechia,4.0,4.0,5.0,6.0,6.0
Percentage of total,Central government,Public health services,Denmark,0.0,0.0,0.0,1.0,0.0
Percentage of total,Central government,Public health services,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Finland,0.0,0.0,0.0,2.0,1.0
Percentage of total,Central government,Public health services,France,0.0,0.0,1.0,1.0,1.0
Percentage of total,Central government,Public health services,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Hungary,0.0,0.0,0.0,1.0,2.0
Percentage of total,Central government,Public health services,Ireland,0.0,0.0,1.0,1.0,2.0
Percentage of total,Central government,Public health services,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Latvia,0.0,0.0,1.0,1.0,0.0
Percentage of total,Central government,Public health services,Malta,0.0,0.0,2.0,2.0,1.0
Percentage of total,Central government,Public health services,Netherlands,0.0,0.0,0.0,2.0,1.0
Percentage of total,Central government,Public health services,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Public health services,Slovenia,0.0,0.0,1.0,1.0,1.0
Percentage of total,Central government,Public health services,Slovakia,0.0,0.0,0.0,1.0,0.0
Percentage of total,Central government,"Recreation, culture and religion",Austria,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,"Recreation, culture and religion",Bulgaria,3.0,3.0,2.0,3.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Switzerland,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Cyprus,1.0,2.0,1.0,1.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Czechia,2.0,2.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Germany,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,"Recreation, culture and religion",Denmark,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Euro area - 19 countries  (2015-2022),1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Euro area – 20 countries (from 2023),1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Estonia,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,"Recreation, culture and religion",Greece,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Spain,1.0,1.0,0.0,0.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",European Union - 27 countries (from 2020),1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Finland,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",France,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Croatia,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Hungary,7.0,7.0,8.0,6.0,6.0
Percentage of total,Central government,"Recreation, culture and religion",Ireland,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Iceland,3.0,3.0,3.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Italy,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Lithuania,1.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Luxembourg,2.0,2.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Latvia,3.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Malta,3.0,2.0,2.0,3.0,3.0
Percentage of total,Central government,"Recreation, culture and religion",Netherlands,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Norway,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Poland,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Portugal,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Romania,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Sweden,1.0,1.0,1.0,2.0,1.0
Percentage of total,Central government,"Recreation, culture and religion",Slovenia,3.0,3.0,2.0,2.0,2.0
Percentage of total,Central government,"Recreation, culture and religion",Slovakia,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Recreational and sporting services,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Bulgaria,2.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Recreational and sporting services,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Cyprus,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,France,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Hungary,2.0,2.0,2.0,1.0,1.0
Percentage of total,Central government,Recreational and sporting services,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Slovenia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Recreational and sporting services,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Cyprus,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Estonia,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Cultural services,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Finland,0.0,0.0,1.0,1.0,1.0
Percentage of total,Central government,Cultural services,France,1.0,1.0,0.0,1.0,0.0
Percentage of total,Central government,Cultural services,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Hungary,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Cultural services,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Iceland,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Cultural services,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Lithuania,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Cultural services,Luxembourg,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Cultural services,Latvia,1.0,1.0,1.0,1.0,2.0
Percentage of total,Central government,Cultural services,Malta,2.0,1.0,1.0,1.0,2.0
Percentage of total,Central government,Cultural services,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Norway,0.0,0.0,1.0,1.0,0.0
Percentage of total,Central government,Cultural services,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Cultural services,Slovenia,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Cultural services,Slovakia,1.0,1.0,1.0,1.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Switzerland,2.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Broadcasting and publishing services,Cyprus,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Finland,1.0,1.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,France,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Croatia,1.0,1.0,1.0,1.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Hungary,1.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Luxembourg,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Slovenia,1.0,1.0,0.0,0.0,0.0
Percentage of total,Central government,Broadcasting and publishing services,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Education,Austria,10.0,10.0,9.0,8.0,8.0
Percentage of total,Central government,Education,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Education,Bulgaria,4.0,5.0,4.0,5.0,4.0
Percentage of total,Central government,Education,Switzerland,5.0,5.0,4.0,4.0,4.0
Percentage of total,Central government,Education,Cyprus,14.0,17.0,16.0,16.0,16.0
Percentage of total,Central government,Education,Czechia,11.0,12.0,11.0,11.0,12.0
Percentage of total,Central government,Education,Germany,3.0,3.0,3.0,2.0,2.0
Percentage of total,Central government,Education,Denmark,10.0,10.0,9.0,9.0,9.0
Percentage of total,Central government,Education,Euro area - 19 countries  (2015-2022),10.0,10.0,9.0,8.0,8.0
Percentage of total,Central government,Education,Euro area – 20 countries (from 2023),10.0,10.0,9.0,8.0,8.0
Percentage of total,Central government,Education,Estonia,11.0,10.0,9.0,9.0,9.0
Percentage of total,Central government,Education,Greece,10.0,10.0,9.0,8.0,8.0
Percentage of total,Central government,Education,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Education,European Union - 27 countries (from 2020),10.0,10.0,9.0,8.0,9.0
Percentage of total,Central government,Education,Finland,11.0,11.0,11.0,11.0,11.0
Percentage of total,Central government,Education,France,16.0,16.0,15.0,15.0,15.0
Percentage of total,Central government,Education,Croatia,4.0,4.0,4.0,3.0,3.0
Percentage of total,Central government,Education,Hungary,14.0,13.0,11.0,12.0,12.0
Percentage of total,Central government,Education,Ireland,16.0,16.0,15.0,15.0,16.0
Percentage of total,Central government,Education,Iceland,7.0,7.0,8.0,7.0,7.0
Percentage of total,Central government,Education,Italy,11.0,11.0,9.0,9.0,9.0
Percentage of total,Central government,Education,Lithuania,5.0,6.0,5.0,5.0,6.0
Percentage of total,Central government,Education,Luxembourg,13.0,13.0,13.0,13.0,13.0
Percentage of total,Central government,Education,Latvia,13.0,14.0,12.0,11.0,11.0
Percentage of total,Central government,Education,Malta,13.0,14.0,12.0,12.0,12.0
Percentage of total,Central government,Education,Netherlands,17.0,17.0,14.0,15.0,16.0
Percentage of total,Central government,Education,Norway,4.0,4.0,4.0,4.0,4.0
Percentage of total,Central government,Education,Poland,15.0,15.0,12.0,13.0,12.0
Percentage of total,Central government,Education,Portugal,11.0,12.0,10.0,11.0,11.0
Percentage of total,Central government,Education,Romania,11.0,12.0,10.0,9.0,8.0
Percentage of total,Central government,Education,Sweden,6.0,6.0,6.0,6.0,6.0
Percentage of total,Central government,Education,Slovenia,15.0,16.0,13.0,14.0,15.0
Percentage of total,Central government,Education,Slovakia,9.0,9.0,7.0,7.0,10.0
Percentage of total,Central government,Pre-primary and primary education,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Cyprus,4.0,5.0,5.0,5.0,5.0
Percentage of total,Central government,Pre-primary and primary education,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Denmark,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Pre-primary and primary education,Estonia,0.0,0.0,0.0,0.0,1.0
Percentage of total,Central government,Pre-primary and primary education,Greece,3.0,3.0,2.0,2.0,2.0
Percentage of total,Central government,Pre-primary and primary education,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,France,4.0,4.0,4.0,4.0,4.0
Percentage of total,Central government,Pre-primary and primary education,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Hungary,3.0,3.0,2.0,2.0,2.0
Percentage of total,Central government,Pre-primary and primary education,Ireland,6.0,6.0,5.0,5.0,5.0
Percentage of total,Central government,Pre-primary and primary education,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Italy,4.0,4.0,3.0,3.0,3.0
Percentage of total,Central government,Pre-primary and primary education,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Luxembourg,4.0,4.0,4.0,4.0,4.0
Percentage of total,Central government,Pre-primary and primary education,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Malta,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Pre-primary and primary education,Netherlands,5.0,5.0,4.0,4.0,5.0
Percentage of total,Central government,Pre-primary and primary education,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Portugal,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Pre-primary and primary education,Romania,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Pre-primary and primary education,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Pre-primary and primary education,Slovenia,4.0,4.0,4.0,4.0,5.0
Percentage of total,Central government,Pre-primary and primary education,Slovakia,0.0,0.0,0.0,0.0,2.0
Percentage of total,Central government,Secondary education,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Bulgaria,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Secondary education,Switzerland,1.0,1.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Cyprus,5.0,6.0,5.0,5.0,5.0
Percentage of total,Central government,Secondary education,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Denmark,4.0,4.0,3.0,3.0,3.0
Percentage of total,Central government,Secondary education,Estonia,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Secondary education,Greece,3.0,3.0,3.0,2.0,2.0
Percentage of total,Central government,Secondary education,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Finland,4.0,4.0,4.0,4.0,4.0
Percentage of total,Central government,Secondary education,France,7.0,7.0,6.0,6.0,6.0
Percentage of total,Central government,Secondary education,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Hungary,5.0,5.0,4.0,3.0,3.0
Percentage of total,Central government,Secondary education,Ireland,6.0,6.0,6.0,6.0,6.0
Percentage of total,Central government,Secondary education,Iceland,3.0,3.0,3.0,2.0,2.0
Percentage of total,Central government,Secondary education,Italy,5.0,5.0,4.0,4.0,4.0
Percentage of total,Central government,Secondary education,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Luxembourg,5.0,5.0,5.0,5.0,5.0
Percentage of total,Central government,Secondary education,Latvia,5.0,6.0,5.0,5.0,5.0
Percentage of total,Central government,Secondary education,Malta,5.0,5.0,4.0,4.0,4.0
Percentage of total,Central government,Secondary education,Netherlands,7.0,6.0,5.0,5.0,6.0
Percentage of total,Central government,Secondary education,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Portugal,4.0,4.0,4.0,4.0,4.0
Percentage of total,Central government,Secondary education,Romania,4.0,4.0,4.0,3.0,3.0
Percentage of total,Central government,Secondary education,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Secondary education,Slovenia,6.0,6.0,5.0,5.0,5.0
Percentage of total,Central government,Secondary education,Slovakia,2.0,2.0,2.0,2.0,5.0
Percentage of total,Central government,Tertiary education,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Tertiary education,Bulgaria,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Switzerland,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Tertiary education,Cyprus,2.0,3.0,2.0,3.0,3.0
Percentage of total,Central government,Tertiary education,Czechia,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Denmark,4.0,4.0,3.0,4.0,4.0
Percentage of total,Central government,Tertiary education,Estonia,3.0,3.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Greece,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Tertiary education,Finland,6.0,6.0,5.0,5.0,5.0
Percentage of total,Central government,Tertiary education,France,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Croatia,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Tertiary education,Hungary,2.0,2.0,2.0,4.0,4.0
Percentage of total,Central government,Tertiary education,Ireland,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Iceland,3.0,3.0,4.0,4.0,3.0
Percentage of total,Central government,Tertiary education,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Tertiary education,Lithuania,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Luxembourg,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Tertiary education,Latvia,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Tertiary education,Malta,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Netherlands,4.0,4.0,3.0,3.0,4.0
Percentage of total,Central government,Tertiary education,Norway,3.0,3.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Poland,5.0,5.0,4.0,4.0,4.0
Percentage of total,Central government,Tertiary education,Portugal,1.0,2.0,1.0,1.0,2.0
Percentage of total,Central government,Tertiary education,Romania,3.0,3.0,2.0,2.0,2.0
Percentage of total,Central government,Tertiary education,Sweden,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Tertiary education,Slovenia,3.0,3.0,3.0,3.0,3.0
Percentage of total,Central government,Tertiary education,Slovakia,2.0,2.0,2.0,3.0,2.0
Percentage of total,Central government,Subsidiary services to education,Belgium,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Bulgaria,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Switzerland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Cyprus,1.0,1.0,1.0,1.0,1.0
Percentage of total,Central government,Subsidiary services to education,Czechia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Denmark,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Estonia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Greece,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Spain,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Finland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,France,2.0,2.0,2.0,2.0,2.0
Percentage of total,Central government,Subsidiary services to education,Croatia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Hungary,1.0,1.0,1.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Ireland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Iceland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Italy,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Lithuania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Luxembourg,1.0,1.0,0.0,1.0,1.0
Percentage of total,Central government,Subsidiary services to education,Latvia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Malta,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Netherlands,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Norway,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Poland,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Portugal,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Romania,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Sweden,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Slovenia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Subsidiary services to education,Slovakia,0.0,0.0,0.0,0.0,0.0
Percentage of total,Central government,Social protection,Austria,30.0,30.0,30.0,29.0,26.0
Percentage of total,Central government,Social protection,Belgium,16.0,16.0,16.0,16.0,19.0
