,coicop,country,year,month,value
5775804,Transport,Slovakia,2024,03,6.3
5776316,Fuels and lubricants for personal transport equipment,Albania,2024,03,-0.1 d
5776317,Fuels and lubricants for personal transport equipment,Austria,2024,03,2.4
5776318,Fuels and lubricants for personal transport equipment,Belgium,2024,03,3.1
5776319,Fuels and lubricants for personal transport equipment,Bulgaria,2024,03,1.7
5776320,Fuels and lubricants for personal transport equipment,Switzerland,2024,03,-1.5
5776321,Fuels and lubricants for personal transport equipment,Cyprus,2024,03,-1.3
5776323,Fuels and lubricants for personal transport equipment,Germany,2024,03,0.4
5776324,Fuels and lubricants for personal transport equipment,Denmark,2024,03,0.6
5776328,Fuels and lubricants for personal transport equipment,Estonia,2024,03,-0.9
5776330,Fuels and lubricants for personal transport equipment,Greece,2024,03,0.6
5776331,Fuels and lubricants for personal transport equipment,Spain,2024,03,3.2
5776335,Fuels and lubricants for personal transport equipment,Finland,2024,03,-2.8
5776336,Fuels and lubricants for personal transport equipment,France,2024,03,-2.1
5776337,Fuels and lubricants for personal transport equipment,Croatia,2024,03,7.6
5776338,Fuels and lubricants for personal transport equipment,Hungary,2024,03,2.3
5776339,Fuels and lubricants for personal transport equipment,Ireland,2024,03,6.0
5776340,Fuels and lubricants for personal transport equipment,Iceland,2024,03,-1.5
5776341,Fuels and lubricants for personal transport equipment,Italy,2024,03,-0.6
5776342,Fuels and lubricants for personal transport equipment,Lithuania,2024,03,0.6
5776343,Fuels and lubricants for personal transport equipment,Luxembourg,2024,03,0.8
5776344,Fuels and lubricants for personal transport equipment,Latvia,2024,03,2.8
5776345,Fuels and lubricants for personal transport equipment,Montenegro,2024,03,0.4 d
5776346,Fuels and lubricants for personal transport equipment,North Macedonia,2024,03,-0.1 d
5776347,Fuels and lubricants for personal transport equipment,Malta,2024,03,0.0
5776348,Fuels and lubricants for personal transport equipment,Netherlands,2024,03,11.1
5776349,Fuels and lubricants for personal transport equipment,Norway,2024,03,-2.8
5776350,Fuels and lubricants for personal transport equipment,Poland,2024,03,-4.4
5776351,Fuels and lubricants for personal transport equipment,Portugal,2024,03,4.8
5776352,Fuels and lubricants for personal transport equipment,Romania,2024,03,5.4
5776353,Fuels and lubricants for personal transport equipment,Serbia,2024,03,5.7 d
5776354,Fuels and lubricants for personal transport equipment,Sweden,2024,03,-11.3
5776355,Fuels and lubricants for personal transport equipment,Slovenia,2024,03,3.9
5776356,Fuels and lubricants for personal transport equipment,Slovakia,2024,03,5.1
5777299,Communications,Albania,2024,03,0.2 d
5777300,Communications,Austria,2024,03,-2.9
5777301,Communications,Belgium,2024,03,1.9
5777302,Communications,Bulgaria,2024,03,1.0
5777303,Communications,Switzerland,2024,03,0.9
5777304,Communications,Cyprus,2024,03,0.4
5777306,Communications,Germany,2024,03,0.4
5777307,Communications,Denmark,2024,03,-3.0
5777311,Communications,Estonia,2024,03,10.5
5777313,Communications,Greece,2024,03,-1.9
5777314,Communications,Spain,2024,03,0.4
5777318,Communications,Finland,2024,03,1.8
5777319,Communications,France,2024,03,-6.5
5777320,Communications,Croatia,2024,03,2.2
5777321,Communications,Hungary,2024,03,9.3
5777322,Communications,Ireland,2024,03,1.2
5777323,Communications,Iceland,2024,03,-11.8
5777324,Communications,Italy,2024,03,-5.8
5777325,Communications,Lithuania,2024,03,1.6
5777326,Communications,Luxembourg,2024,03,0.5
5777327,Communications,Latvia,2024,03,3.1
5777328,Communications,Montenegro,2024,03,5.0 d
5777329,Communications,North Macedonia,2024,03,1.8 d
5777330,Communications,Malta,2024,03,-10.4
5777331,Communications,Netherlands,2024,03,-3.1
5777332,Communications,Norway,2024,03,1.5
5777333,Communications,Poland,2024,03,2.7
5777334,Communications,Portugal,2024,03,5.7
5777335,Communications,Romania,2024,03,4.8
5777336,Communications,Serbia,2024,03,2.8 d
5777337,Communications,Sweden,2024,03,-0.7
5777338,Communications,Slovenia,2024,03,-0.6
5777339,Communications,Slovakia,2024,03,4.3
5780633,Education,Albania,2024,03,4.2 d
5780634,Education,Austria,2024,03,6.1
5780635,Education,Belgium,2024,03,7.5
5780636,Education,Bulgaria,2024,03,7.4
5780637,Education,Switzerland,2024,03,1.6
5780638,Education,Cyprus,2024,03,2.3
5780640,Education,Germany,2024,03,4.9
5780641,Education,Denmark,2024,03,5.8
5780645,Education,Estonia,2024,03,7.3
5780647,Education,Greece,2024,03,3.5
5780648,Education,Spain,2024,03,2.8
5780652,Education,Finland,2024,03,7.7
5780653,Education,France,2024,03,4.7
5780654,Education,Croatia,2024,03,5.4
5780655,Education,Hungary,2024,03,6.6
5780656,Education,Ireland,2024,03,2.0
5780657,Education,Iceland,2024,03,6.3
5780658,Education,Italy,2024,03,1.8
5780659,Education,Lithuania,2024,03,6.2
5780660,Education,Luxembourg,2024,03,1.6
5780661,Education,Latvia,2024,03,5.7
5780662,Education,Montenegro,2024,03,2.8 d
5780663,Education,North Macedonia,2024,03,-1.0 d
5780664,Education,Malta,2024,03,5.0
5780665,Education,Netherlands,2024,03,7.3
5780666,Education,Norway,2024,03,5.4
5780667,Education,Poland,2024,03,7.7
5780668,Education,Portugal,2024,03,3.8
5780669,Education,Romania,2024,03,8.4
5780670,Education,Serbia,2024,03,3.6 d
5780671,Education,Sweden,2024,03,5.6
5780672,Education,Slovenia,2024,03,6.8
5780673,Education,Slovakia,2024,03,11.5
5780904,Restaurants and hotels,Albania,2024,03,3.4 d
5780905,Restaurants and hotels,Austria,2024,03,7.6
5780906,Restaurants and hotels,Belgium,2024,03,6.4
5780907,Restaurants and hotels,Bulgaria,2024,03,8.7
5780908,Restaurants and hotels,Switzerland,2024,03,2.9
5780909,Restaurants and hotels,Cyprus,2024,03,5.7
5780911,Restaurants and hotels,Germany,2024,03,6.3
5780912,Restaurants and hotels,Denmark,2024,03,3.7
5780916,Restaurants and hotels,Estonia,2024,03,3.7
5780918,Restaurants and hotels,Greece,2024,03,6.1
5780919,Restaurants and hotels,Spain,2024,03,5.6
5780923,Restaurants and hotels,Finland,2024,03,3.6
5780924,Restaurants and hotels,France,2024,03,3.2
5780925,Restaurants and hotels,Croatia,2024,03,11.4
5780926,Restaurants and hotels,Hungary,2024,03,8.8
5780927,Restaurants and hotels,Ireland,2024,03,5.5
5780928,Restaurants and hotels,Iceland,2024,03,6.6
5780929,Restaurants and hotels,Italy,2024,03,4.0
5780930,Restaurants and hotels,Lithuania,2024,03,9.8
5780931,Restaurants and hotels,Luxembourg,2024,03,5.1
5780932,Restaurants and hotels,Latvia,2024,03,4.3
5780933,Restaurants and hotels,Montenegro,2024,03,12.8 d
5780934,Restaurants and hotels,North Macedonia,2024,03,5.8 d
5780935,Restaurants and hotels,Malta,2024,03,4.2
5780936,Restaurants and hotels,Netherlands,2024,03,8.1
5780937,Restaurants and hotels,Norway,2024,03,3.7
5780938,Restaurants and hotels,Poland,2024,03,8.1
5780939,Restaurants and hotels,Portugal,2024,03,6.3
5780940,Restaurants and hotels,Romania,2024,03,11.4
5780941,Restaurants and hotels,Serbia,2024,03,9.1 d
5780942,Restaurants and hotels,Sweden,2024,03,4.3
5780943,Restaurants and hotels,Slovenia,2024,03,6.4
5780944,Restaurants and hotels,Slovakia,2024,03,2.2
5781161,Accommodation services,Albania,2024,03,3.1 d
5781162,Accommodation services,Austria,2024,03,6.1
5781163,Accommodation services,Belgium,2024,03,14.5
5781164,Accommodation services,Bulgaria,2024,03,11.3
5781165,Accommodation services,Switzerland,2024,03,5.5
5781166,Accommodation services,Cyprus,2024,03,4.3
5781168,Accommodation services,Germany,2024,03,4.5
5781169,Accommodation services,Denmark,2024,03,3.9
5781173,Accommodation services,Estonia,2024,03,-12.2
5781175,Accommodation services,Greece,2024,03,4.8
5781176,Accommodation services,Spain,2024,03,8.8
5781180,Accommodation services,Finland,2024,03,1.1
5781181,Accommodation services,France,2024,03,1.3
5781182,Accommodation services,Croatia,2024,03,12.1
5781183,Accommodation services,Hungary,2024,03,5.5
5781184,Accommodation services,Ireland,2024,03,4.9
5781185,Accommodation services,Iceland,2024,03,4.4
5781186,Accommodation services,Italy,2024,03,6.1
5781187,Accommodation services,Lithuania,2024,03,7.9
5781188,Accommodation services,Luxembourg,2024,03,7.1
5781189,Accommodation services,Latvia,2024,03,-0.3
5781190,Accommodation services,Montenegro,2024,03,15.0 d
5781191,Accommodation services,North Macedonia,2024,03,3.9 d
5781192,Accommodation services,Malta,2024,03,2.3
5781193,Accommodation services,Netherlands,2024,03,15.4
5781194,Accommodation services,Norway,2024,03,3.7
5781195,Accommodation services,Poland,2024,03,6.3
5781196,Accommodation services,Portugal,2024,03,7.5
5781197,Accommodation services,Romania,2024,03,10.3
5781198,Accommodation services,Serbia,2024,03,4.4 d
5781199,Accommodation services,Sweden,2024,03,4.4
5781200,Accommodation services,Slovenia,2024,03,4.5
5781201,Accommodation services,Slovakia,2024,03,7.6
5784828,All-items HICP,Albania,2024,04,2.3 d
5784829,All-items HICP,Austria,2024,04,3.4
5784830,All-items HICP,Belgium,2024,04,4.9
5784831,All-items HICP,Bulgaria,2024,04,2.5
5784832,All-items HICP,Switzerland,2024,04,1.4
5784833,All-items HICP,Cyprus,2024,04,2.1
5784835,All-items HICP,Germany,2024,04,2.4
5784836,All-items HICP,Denmark,2024,04,0.5
5784840,All-items HICP,Estonia,2024,04,3.1
5784842,All-items HICP,Greece,2024,04,3.2
5784843,All-items HICP,Spain,2024,04,3.4
5784847,All-items HICP,Finland,2024,04,0.6
5784848,All-items HICP,France,2024,04,2.4
5784849,All-items HICP,Croatia,2024,04,4.7
5784850,All-items HICP,Hungary,2024,04,3.6
5784851,All-items HICP,Ireland,2024,04,1.6
5784852,All-items HICP,Iceland,2024,04,4.6
5784853,All-items HICP,Italy,2024,04,0.9
5784854,All-items HICP,Lithuania,2024,04,0.4
5784855,All-items HICP,Luxembourg,2024,04,3.0
5784856,All-items HICP,Latvia,2024,04,1.1
5784857,All-items HICP,Montenegro,2024,04,5.8 d
5784858,All-items HICP,North Macedonia,2024,04,4.6 d
5784859,All-items HICP,Malta,2024,04,2.4
5784860,All-items HICP,Netherlands,2024,04,2.6
5784861,All-items HICP,Norway,2024,04,3.4
5784862,All-items HICP,Poland,2024,04,3.0
5784863,All-items HICP,Portugal,2024,04,2.3
5784864,All-items HICP,Romania,2024,04,6.2
5784865,All-items HICP,Serbia,2024,04,5.0 d
5784866,All-items HICP,Sweden,2024,04,2.4
5784867,All-items HICP,Slovenia,2024,04,3.0
5784868,All-items HICP,Slovakia,2024,04,2.4
5784873,Food and non-alcoholic beverages,Albania,2024,04,1.6 d
5784874,Food and non-alcoholic beverages,Austria,2024,04,3.3
5784875,Food and non-alcoholic beverages,Belgium,2024,04,1.5
5784876,Food and non-alcoholic beverages,Bulgaria,2024,04,2.1
5784877,Food and non-alcoholic beverages,Switzerland,2024,04,0.9
5784878,Food and non-alcoholic beverages,Cyprus,2024,04,1.4
5784880,Food and non-alcoholic beverages,Germany,2024,04,1.6
5784881,Food and non-alcoholic beverages,Denmark,2024,04,0.9
5784885,Food and non-alcoholic beverages,Estonia,2024,04,1.4
5784887,Food and non-alcoholic beverages,Greece,2024,04,5.4
5784888,Food and non-alcoholic beverages,Spain,2024,04,4.7
5784892,Food and non-alcoholic beverages,Finland,2024,04,-0.3
5784893,Food and non-alcoholic beverages,France,2024,04,1.2
5784894,Food and non-alcoholic beverages,Croatia,2024,04,4.3
5784895,Food and non-alcoholic beverages,Hungary,2024,04,-1.6
5784896,Food and non-alcoholic beverages,Ireland,2024,04,2.9
5784897,Food and non-alcoholic beverages,Iceland,2024,04,5.7
5784898,Food and non-alcoholic beverages,Italy,2024,04,2.7
5784899,Food and non-alcoholic beverages,Lithuania,2024,04,-1.8
5784900,Food and non-alcoholic beverages,Luxembourg,2024,04,2.5
5784901,Food and non-alcoholic beverages,Latvia,2024,04,0.6
5784902,Food and non-alcoholic beverages,Montenegro,2024,04,3.7 d
5784903,Food and non-alcoholic beverages,North Macedonia,2024,04,6.1 d
5784904,Food and non-alcoholic beverages,Malta,2024,04,5.3
5784905,Food and non-alcoholic beverages,Netherlands,2024,04,1.2
5784906,Food and non-alcoholic beverages,Norway,2024,04,6.6
5784907,Food and non-alcoholic beverages,Poland,2024,04,2.3
5784908,Food and non-alcoholic beverages,Portugal,2024,04,0.3
5784909,Food and non-alcoholic beverages,Romania,2024,04,1.0
5784910,Food and non-alcoholic beverages,Serbia,2024,04,2.9 d
5784911,Food and non-alcoholic beverages,Sweden,2024,04,0.5
5784912,Food and non-alcoholic beverages,Slovenia,2024,04,-0.3
5784913,Food and non-alcoholic beverages,Slovakia,2024,04,0.1
5787915,"Alcoholic beverages, tobacco and narcotics",Albania,2024,04,2.7 d
5787916,"Alcoholic beverages, tobacco and narcotics",Austria,2024,04,3.1
5787917,"Alcoholic beverages, tobacco and narcotics",Belgium,2024,04,12.0
5787918,"Alcoholic beverages, tobacco and narcotics",Bulgaria,2024,04,5.9
5787919,"Alcoholic beverages, tobacco and narcotics",Switzerland,2024,04,2.1
5787920,"Alcoholic beverages, tobacco and narcotics",Cyprus,2024,04,1.3
5787922,"Alcoholic beverages, tobacco and narcotics",Germany,2024,04,5.0
5787923,"Alcoholic beverages, tobacco and narcotics",Denmark,2024,04,2.5
5787927,"Alcoholic beverages, tobacco and narcotics",Estonia,2024,04,7.0
5787929,"Alcoholic beverages, tobacco and narcotics",Greece,2024,04,1.8
5787930,"Alcoholic beverages, tobacco and narcotics",Spain,2024,04,4.1
5787934,"Alcoholic beverages, tobacco and narcotics",Finland,2024,04,4.5
5787935,"Alcoholic beverages, tobacco and narcotics",France,2024,04,5.6
5787936,"Alcoholic beverages, tobacco and narcotics",Croatia,2024,04,6.8
5787937,"Alcoholic beverages, tobacco and narcotics",Hungary,2024,04,3.5
5787938,"Alcoholic beverages, tobacco and narcotics",Ireland,2024,04,4.6
5787939,"Alcoholic beverages, tobacco and narcotics",Iceland,2024,04,4.5
5787940,"Alcoholic beverages, tobacco and narcotics",Italy,2024,04,2.7
5787941,"Alcoholic beverages, tobacco and narcotics",Lithuania,2024,04,5.6
5787942,"Alcoholic beverages, tobacco and narcotics",Luxembourg,2024,04,5.7
5787943,"Alcoholic beverages, tobacco and narcotics",Latvia,2024,04,5.9
5787944,"Alcoholic beverages, tobacco and narcotics",Montenegro,2024,04,4.8 d
5787945,"Alcoholic beverages, tobacco and narcotics",North Macedonia,2024,04,5.4 d
5787946,"Alcoholic beverages, tobacco and narcotics",Malta,2024,04,1.6
5787947,"Alcoholic beverages, tobacco and narcotics",Netherlands,2024,04,12.6
5787948,"Alcoholic beverages, tobacco and narcotics",Norway,2024,04,4.9
5787949,"Alcoholic beverages, tobacco and narcotics",Poland,2024,04,5.1
5787950,"Alcoholic beverages, tobacco and narcotics",Portugal,2024,04,3.3
5787951,"Alcoholic beverages, tobacco and narcotics",Romania,2024,04,10.0
5787952,"Alcoholic beverages, tobacco and narcotics",Serbia,2024,04,7.1 d
5787953,"Alcoholic beverages, tobacco and narcotics",Sweden,2024,04,4.9
5787954,"Alcoholic beverages, tobacco and narcotics",Slovenia,2024,04,7.0
5787955,"Alcoholic beverages, tobacco and narcotics",Slovakia,2024,04,8.8
5787960,Alcoholic beverages,Albania,2024,04,2.2 d
5787961,Alcoholic beverages,Austria,2024,04,3.5
5787962,Alcoholic beverages,Belgium,2024,04,2.9
5787963,Alcoholic beverages,Bulgaria,2024,04,3.8
5787964,Alcoholic beverages,Switzerland,2024,04,3.1
5787965,Alcoholic beverages,Cyprus,2024,04,0.4
5787967,Alcoholic beverages,Germany,2024,04,3.4
5787968,Alcoholic beverages,Denmark,2024,04,3.6
5787972,Alcoholic beverages,Estonia,2024,04,6.0
5787974,Alcoholic beverages,Greece,2024,04,5.8
5787975,Alcoholic beverages,Spain,2024,04,2.0
5787979,Alcoholic beverages,Finland,2024,04,2.9
5787980,Alcoholic beverages,France,2024,04,2.0
5787981,Alcoholic beverages,Croatia,2024,04,8.6
5787982,Alcoholic beverages,Hungary,2024,04,2.5
5787983,Alcoholic beverages,Ireland,2024,04,3.5
5787984,Alcoholic beverages,Iceland,2024,04,4.0
5787985,Alcoholic beverages,Italy,2024,04,1.2
5787986,Alcoholic beverages,Lithuania,2024,04,4.1
5787987,Alcoholic beverages,Luxembourg,2024,04,3.7
5787988,Alcoholic beverages,Latvia,2024,04,4.8
5787989,Alcoholic beverages,Montenegro,2024,04,5.0 d
5787990,Alcoholic beverages,North Macedonia,2024,04,4.0 d
5787991,Alcoholic beverages,Malta,2024,04,1.6
5787992,Alcoholic beverages,Netherlands,2024,04,3.5
5787993,Alcoholic beverages,Norway,2024,04,4.1
5787994,Alcoholic beverages,Poland,2024,04,3.4
5787995,Alcoholic beverages,Portugal,2024,04,-0.6
5787996,Alcoholic beverages,Romania,2024,04,8.2
5787997,Alcoholic beverages,Serbia,2024,04,7.1 d
5787998,Alcoholic beverages,Sweden,2024,04,4.3
5787999,Alcoholic beverages,Slovenia,2024,04,4.7
5788000,Alcoholic beverages,Slovakia,2024,04,8.1
5792578,Health,Albania,2024,04,2.5 d
5792579,Health,Austria,2024,04,5.1
5792580,Health,Belgium,2024,04,2.4
5792581,Health,Bulgaria,2024,04,3.9
5792582,Health,Switzerland,2024,04,-0.5
5792583,Health,Cyprus,2024,04,1.2
5792585,Health,Germany,2024,04,2.8
5792586,Health,Denmark,2024,04,2.0
5792590,Health,Estonia,2024,04,9.7
5792592,Health,Greece,2024,04,3.6
5792593,Health,Spain,2024,04,2.1
5792597,Health,Finland,2024,04,1.9
5792598,Health,France,2024,04,3.1
5792599,Health,Croatia,2024,04,5.9
5792600,Health,Hungary,2024,04,8.8
5792601,Health,Ireland,2024,04,1.6
5792602,Health,Iceland,2024,04,7.3
5792603,Health,Italy,2024,04,2.3
5792604,Health,Lithuania,2024,04,9.1
5792605,Health,Luxembourg,2024,04,2.8
5792606,Health,Latvia,2024,04,6.4
5792607,Health,Montenegro,2024,04,6.9 d
5792608,Health,North Macedonia,2024,04,6.1 d
5792609,Health,Malta,2024,04,3.2
5792610,Health,Netherlands,2024,04,5.6
5792611,Health,Norway,2024,04,4.9
5792612,Health,Poland,2024,04,4.4
5792613,Health,Portugal,2024,04,3.5
5792614,Health,Romania,2024,04,20.1
5792615,Health,Serbia,2024,04,6.9 d
5792616,Health,Sweden,2024,04,6.2
5792617,Health,Slovenia,2024,04,4.8
5792618,Health,Slovakia,2024,04,7.3
5792623,"Medical products, appliances and equipment",Albania,2024,04,1.0 d
5792624,"Medical products, appliances and equipment",Austria,2024,04,2.2
5792625,"Medical products, appliances and equipment",Belgium,2024,04,1.5
5792626,"Medical products, appliances and equipment",Bulgaria,2024,04,4.1
5792627,"Medical products, appliances and equipment",Switzerland,2024,04,-2.3
5792628,"Medical products, appliances and equipment",Cyprus,2024,04,1.8
5792630,"Medical products, appliances and equipment",Germany,2024,04,2.4
5792631,"Medical products, appliances and equipment",Denmark,2024,04,1.6
5792635,"Medical products, appliances and equipment",Estonia,2024,04,2.9
5792637,"Medical products, appliances and equipment",Greece,2024,04,4.3
5792638,"Medical products, appliances and equipment",Spain,2024,04,1.4
5792642,"Medical products, appliances and equipment",Finland,2024,04,0.3
5792643,"Medical products, appliances and equipment",France,2024,04,-0.3
5792644,"Medical products, appliances and equipment",Croatia,2024,04,3.1
5792645,"Medical products, appliances and equipment",Hungary,2024,04,7.3
5792646,"Medical products, appliances and equipment",Ireland,2024,04,2.7
5792647,"Medical products, appliances and equipment",Iceland,2024,04,5.8
5792648,"Medical products, appliances and equipment",Italy,2024,04,2.7
5792649,"Medical products, appliances and equipment",Lithuania,2024,04,10.8
5792650,"Medical products, appliances and equipment",Luxembourg,2024,04,0.4
5792651,"Medical products, appliances and equipment",Latvia,2024,04,4.9
5792652,"Medical products, appliances and equipment",Montenegro,2024,04,4.6 d
5792653,"Medical products, appliances and equipment",North Macedonia,2024,04,5.8 d
5792654,"Medical products, appliances and equipment",Malta,2024,04,2.5
5792655,"Medical products, appliances and equipment",Netherlands,2024,04,5.0
5792656,"Medical products, appliances and equipment",Norway,2024,04,5.5
5792657,"Medical products, appliances and equipment",Poland,2024,04,1.5
5792658,"Medical products, appliances and equipment",Portugal,2024,04,3.4
5792659,"Medical products, appliances and equipment",Romania,2024,04,23.0
5792660,"Medical products, appliances and equipment",Serbia,2024,04,6.5 d
5792661,"Medical products, appliances and equipment",Sweden,2024,04,5.7
5792662,"Medical products, appliances and equipment",Slovenia,2024,04,9.6
5792663,"Medical products, appliances and equipment",Slovakia,2024,04,6.2
5793454,Transport,Albania,2024,04,0.6 d
5793455,Transport,Austria,2024,04,3.0
5793456,Transport,Belgium,2024,04,3.4
5793457,Transport,Bulgaria,2024,04,1.6
5793458,Transport,Switzerland,2024,04,-0.2
5793459,Transport,Cyprus,2024,04,0.8
5793461,Transport,Germany,2024,04,0.5
5793462,Transport,Denmark,2024,04,0.8
5793466,Transport,Estonia,2024,04,6.4
5793468,Transport,Greece,2024,04,2.5
5793469,Transport,Spain,2024,04,2.8
5793473,Transport,Finland,2024,04,-0.8
5793474,Transport,France,2024,04,1.6
5793475,Transport,Croatia,2024,04,5.1
5793476,Transport,Hungary,2024,04,3.3
5793477,Transport,Ireland,2024,04,4.3
5793478,Transport,Iceland,2024,04,2.0
5793479,Transport,Italy,2024,04,2.1
5793480,Transport,Lithuania,2024,04,2.8
5793481,Transport,Luxembourg,2024,04,3.6
5793482,Transport,Latvia,2024,04,3.1
5793483,Transport,Montenegro,2024,04,4.0 d
5793484,Transport,North Macedonia,2024,04,3.4 d
5793485,Transport,Malta,2024,04,0.8
5793486,Transport,Netherlands,2024,04,4.0
5793487,Transport,Norway,2024,04,1.7
5793488,Transport,Poland,2024,04,-0.8
5793489,Transport,Portugal,2024,04,2.8
5793490,Transport,Romania,2024,04,5.5
5793491,Transport,Serbia,2024,04,4.4 d
5793492,Transport,Sweden,2024,04,0.3
5793493,Transport,Slovenia,2024,04,1.3
5793494,Transport,Slovakia,2024,04,6.9
5794006,Fuels and lubricants for personal transport equipment,Albania,2024,04,2.0 d
5794007,Fuels and lubricants for personal transport equipment,Austria,2024,04,5.5
5794008,Fuels and lubricants for personal transport equipment,Belgium,2024,04,2.5
5794009,Fuels and lubricants for personal transport equipment,Bulgaria,2024,04,4.7
5794010,Fuels and lubricants for personal transport equipment,Switzerland,2024,04,1.4
5794011,Fuels and lubricants for personal transport equipment,Cyprus,2024,04,8.9
5794013,Fuels and lubricants for personal transport equipment,Germany,2024,04,2.0
5794014,Fuels and lubricants for personal transport equipment,Denmark,2024,04,2.2
5794018,Fuels and lubricants for personal transport equipment,Estonia,2024,04,4.1
5794020,Fuels and lubricants for personal transport equipment,Greece,2024,04,2.3
5794021,Fuels and lubricants for personal transport equipment,Spain,2024,04,4.0
5794025,Fuels and lubricants for personal transport equipment,Finland,2024,04,-4.3
5794026,Fuels and lubricants for personal transport equipment,France,2024,04,-1.0
5794027,Fuels and lubricants for personal transport equipment,Croatia,2024,04,9.5
5794028,Fuels and lubricants for personal transport equipment,Hungary,2024,04,6.6
5794029,Fuels and lubricants for personal transport equipment,Ireland,2024,04,11.4
5794030,Fuels and lubricants for personal transport equipment,Iceland,2024,04,0.9
5794031,Fuels and lubricants for personal transport equipment,Italy,2024,04,1.3
5794032,Fuels and lubricants for personal transport equipment,Lithuania,2024,04,1.8
5794033,Fuels and lubricants for personal transport equipment,Luxembourg,2024,04,5.5
5794034,Fuels and lubricants for personal transport equipment,Latvia,2024,04,4.5
5794035,Fuels and lubricants for personal transport equipment,Montenegro,2024,04,3.0 d
5794036,Fuels and lubricants for personal transport equipment,North Macedonia,2024,04,2.7 d
5794037,Fuels and lubricants for personal transport equipment,Malta,2024,04,0.0
5794038,Fuels and lubricants for personal transport equipment,Netherlands,2024,04,12.8
5794039,Fuels and lubricants for personal transport equipment,Norway,2024,04,2.0
5794040,Fuels and lubricants for personal transport equipment,Poland,2024,04,-1.2
5794041,Fuels and lubricants for personal transport equipment,Portugal,2024,04,7.7
5794042,Fuels and lubricants for personal transport equipment,Romania,2024,04,7.7
5794043,Fuels and lubricants for personal transport equipment,Serbia,2024,04,9.0 d
5794044,Fuels and lubricants for personal transport equipment,Sweden,2024,04,-9.1
5794045,Fuels and lubricants for personal transport equipment,Slovenia,2024,04,6.1
5794046,Fuels and lubricants for personal transport equipment,Slovakia,2024,04,5.7
5794989,Communications,Albania,2024,04,0.1 d
5794990,Communications,Austria,2024,04,-3.9
5794991,Communications,Belgium,2024,04,1.7
5794992,Communications,Bulgaria,2024,04,-0.5
5794993,Communications,Switzerland,2024,04,0.7
5794994,Communications,Cyprus,2024,04,-0.3
5794996,Communications,Germany,2024,04,0.0
5794997,Communications,Denmark,2024,04,-2.0
5795001,Communications,Estonia,2024,04,11.9
5795003,Communications,Greece,2024,04,-1.4
5795004,Communications,Spain,2024,04,-0.1
5795008,Communications,Finland,2024,04,1.6
5795009,Communications,France,2024,04,-6.5
5795010,Communications,Croatia,2024,04,1.9
5795011,Communications,Hungary,2024,04,10.5
5795012,Communications,Ireland,2024,04,1.1
5795013,Communications,Iceland,2024,04,-11.8
5795014,Communications,Italy,2024,04,-5.5
5795015,Communications,Lithuania,2024,04,1.0
5795016,Communications,Luxembourg,2024,04,1.3
5795017,Communications,Latvia,2024,04,3.3
5795018,Communications,Montenegro,2024,04,5.2 d
5795019,Communications,North Macedonia,2024,04,3.5 d
5795020,Communications,Malta,2024,04,-11.6
5795021,Communications,Netherlands,2024,04,-0.6
5795022,Communications,Norway,2024,04,0.7
5795023,Communications,Poland,2024,04,1.8
5795024,Communications,Portugal,2024,04,5.5
5795025,Communications,Romania,2024,04,4.6
5795026,Communications,Serbia,2024,04,1.9 d
5795027,Communications,Sweden,2024,04,-0.4
5795028,Communications,Slovenia,2024,04,-0.8
5795029,Communications,Slovakia,2024,04,4.0
5798323,Education,Albania,2024,04,3.9 d
5798324,Education,Austria,2024,04,5.0
5798325,Education,Belgium,2024,04,7.5
5798326,Education,Bulgaria,2024,04,7.1
5798327,Education,Switzerland,2024,04,1.6
5798328,Education,Cyprus,2024,04,2.3
5798330,Education,Germany,2024,04,5.0
5798331,Education,Denmark,2024,04,5.8
5798335,Education,Estonia,2024,04,8.3
5798337,Education,Greece,2024,04,3.5
5798338,Education,Spain,2024,04,2.9
5798342,Education,Finland,2024,04,7.8
5798343,Education,France,2024,04,4.7
5798344,Education,Croatia,2024,04,5.4
5798345,Education,Hungary,2024,04,6.6
5798346,Education,Ireland,2024,04,2.0
5798347,Education,Iceland,2024,04,6.3
5798348,Education,Italy,2024,04,1.9
5798349,Education,Lithuania,2024,04,6.2
5798350,Education,Luxembourg,2024,04,1.6
5798351,Education,Latvia,2024,04,7.2
5798352,Education,Montenegro,2024,04,2.8 d
5798353,Education,North Macedonia,2024,04,-1.0 d
5798354,Education,Malta,2024,04,4.8
5798355,Education,Netherlands,2024,04,7.3
5798356,Education,Norway,2024,04,5.4
5798357,Education,Poland,2024,04,7.7
5798358,Education,Portugal,2024,04,3.8
5798359,Education,Romania,2024,04,8.4
5798360,Education,Serbia,2024,04,3.8 d
5798361,Education,Sweden,2024,04,5.6
5798362,Education,Slovenia,2024,04,5.9
5798363,Education,Slovakia,2024,04,9.8
5798594,Restaurants and hotels,Albania,2024,04,3.3 d
5798595,Restaurants and hotels,Austria,2024,04,7.2
5798596,Restaurants and hotels,Belgium,2024,04,5.1
5798597,Restaurants and hotels,Bulgaria,2024,04,5.6
5798598,Restaurants and hotels,Switzerland,2024,04,3.0
5798599,Restaurants and hotels,Cyprus,2024,04,5.4
5798601,Restaurants and hotels,Germany,2024,04,6.4
5798602,Restaurants and hotels,Denmark,2024,04,1.8
5798606,Restaurants and hotels,Estonia,2024,04,6.3
